Window,SL Multiplier,Either Candle,Same Candle,Two Lots One Candle,Either Candle - Diff,Either Candle - % Change,Two Lots One Candle - Diff,Two Lots One Candle - % Change,Metric
8,3.25,210.8925000000022,173.85249999999996,171.6300000000001,37.04000000000224,21.30541694827641,-2.2224999999998545,-1.2783825369205821,Max Drawdown
8,3.5,233.71000000000092,173.27999999999884,168.09999999999854,60.43000000000208,34.87419205909654,-5.180000000000291,-2.989381348107298,Max Drawdown
8,3.75,222.84999999999943,180.56249999999727,174.16499999999905,42.287500000002154,23.419868466598988,-6.397499999998217,-3.5430944963645903,Max Drawdown
8,4.0,238.25999999999613,189.799999999997,181.03999999999812,48.45999999999913,25.532139093782874,-8.759999999998882,-4.6153846153841,Max Drawdown
9,1.0,197.37000000000356,178.34999999999218,155.65999999999462,19.02000000001138,10.664423885625014,-22.689999999997553,-12.722175497616231,Max Drawdown
9,1.5,204.08500000000413,201.54499999999143,180.91499999999175,2.5400000000126965,1.2602644570754942,-20.629999999999683,-10.235927460368929,Max Drawdown
9,2.0,215.07000000000156,179.47000000000116,180.4300000000012,35.60000000000039,19.836184320499335,0.9600000000000364,0.5349083412269628,Max Drawdown
9,2.5,236.8950000000032,193.51999999999225,182.04500000000095,43.37500000001094,22.413704009928008,-11.474999999991297,-5.929619677548448,Max Drawdown
9,2.75,234.10750000000075,190.3075000000008,190.3900000000008,43.799999999999955,23.015382998567986,0.08250000000001023,0.04335089263429444,Max Drawdown
9,3.0,191.31000000000225,196.8100000000013,196.6000000000008,-5.499999999999062,-2.7945734464707206,-0.21000000000051955,-0.10670189522916426,Max Drawdown
