Window,SL Multiplier,Total Trades,Total Units,Win Rate (%),Total PnL,Average PnL,Max Drawdown,Risk-Reward,Avg Win,Avg Loss,Average MAE,Max MAE,Average MFE,Max MFE,Winning PnL,Losing PnL,Avg Trade Efficiency (%),Sharpe-like Ratio,Sortino Ratio,Expectancy,Normalized PnL,PnL per Unit,Efficiency Ratio
4,2.0,2989,5988,18.367346938775512,4052.5800000000545,1.3558313817330394,262.6199999999999,7.387209077343965,15.784881602914446,-2.1367855488652046,0.25370500647266087,-39.67999999999984,-0.23710128325634564,59.88857142857114,8665.90000000003,-4613.319999999977,3.286985653259495,0.19868432583763637,0.5303533272317883,1.1549492341147314,1.3558313817330394,0.6767835671342777,5.344125449409068
4,3.0,2899,6159,19.834425664022078,3925.9100000000626,1.3542290444981244,311.0699999999988,6.203658444398135,16.064208695652216,-2.589473427596275,0.2903446860525222,-39.67999999999984,-0.285267594044064,59.88857142857114,9236.920000000024,-5311.00999999996,5.471100780710632,0.20100269393915968,0.4781667848811196,1.110377286742422,1.3542290444981244,0.6374265302808999,4.664211571804519
4,4.0,2843,6325,20.82307421737601,3699.480000000056,1.3012592332043813,341.5199999999991,5.474413322188979,16.11364864864867,-2.9434475806451394,0.2940503641725103,-39.67999999999984,-0.3009197378324151,59.88857142857114,9539.280000000013,-5839.7999999999565,6.5538710351577425,0.1976065857287081,0.42037482161137696,1.0248257108574763,1.3012592332043813,0.5848980237154239,4.425293731113942
5,1.0,2771,5009,15.481775532298808,4040.1799999999967,1.4580223745940082,106.40999999999303,10.452185579091804,17.314032634032657,-1.6564987775061188,0.12236394230493827,-38.45249999999987,-0.0984877357896112,59.71142857142832,7427.72000000001,-3387.540000000013,-5.540602808997108,0.18623908310902487,0.5585083930344713,1.2804763129125512,1.4580223745940082,0.8065841485326406,11.915457667754191
5,2.0,2637,5201,17.747440273037544,3913.8799999999765,1.4842169131588838,127.25999999999158,7.678267633693695,17.590320512820497,-2.2909230769230855,0.21282968533594238,-38.45249999999987,-0.11115211216121268,59.71142857142832,8232.269999999993,-4318.390000000016,-1.6826612051528054,0.19402292402397803,0.5230288752505258,1.237488754703762,1.4842169131588838,0.7525245145164347,6.973730712499584
5,3.0,2542,5313,19.276160503540517,3988.1399999999744,1.5688985051140734,162.83999999998832,6.570528373824192,18.17767346938773,-2.7665466816647997,0.2567854376915162,-38.45249999999987,-0.14963470392925493,59.71142857142832,8907.059999999989,-4918.920000000014,0.9474330332277754,0.20360594351399605,0.5040368079953779,1.2706948108669622,1.5688985051140734,0.7506380575945745,6.10976432004231
5,4.0,2486,5414,20.353982300884958,4035.229999999979,1.6231818181818098,191.45999999998594,5.941314100266771,18.523122529644247,-3.1176810747663617,0.2793194696940678,-38.45249999999987,-0.17967892129547333,59.71142857142832,9372.69999999999,-5337.470000000011,0.5848888444787883,0.21072837450793794,0.4866118260064641,1.2870842606446473,1.6231818181818098,0.7453324713705171,5.811201846973445
6,1.0,2432,4372,15.131578947368421,3642.6400000000567,1.4977960526316023,155.36999999999716,10.249570950143772,19.021141304347896,-1.8557987838584682,0.17623869807093032,-43.548333333333176,-0.0660063677185435,59.26285714285677,6999.780000000026,-3357.139999999969,2.5461938764609537,0.17451397207410882,0.4708831853351914,1.3032118873832843,1.4977960526316023,0.833174748398915,8.498678604790808
6,2.0,2293,4496,17.61883994766681,3611.3900000000513,1.5749629306585482,177.42999999999256,7.643271338216748,19.15690594059411,-2.5063752276866844,0.23664386922617847,-43.548333333333176,-0.05201291228276095,59.26285714285677,7739.39000000002,-4127.999999999969,5.025554342467014,0.18917870641055817,0.4659648727245186,1.3104436087657536,1.5749629306585482,0.8032451067615772,6.655414043932982
6,3.0,2205,4598,19.22902494331066,3508.750000000062,1.5912698412698694,237.85999999999012,6.350463274826183,19.4672877358491,-3.065490956072325,0.27062005150303925,-43.548333333333176,-0.07687654713641758,59.26285714285677,8254.13000000002,-4745.379999999959,6.963038762977549,0.1940360391773524,0.4215998030155788,1.2673426790182352,1.5912698412698694,0.7631035232710008,5.880088457717252
