Window,SL Multiplier,Total Trades,Total Units,Win Rate (%),Total PnL,Average PnL,Max Drawdown,Risk-Reward,Avg Win,Avg Loss,Average MAE,Max MAE,Average MFE,Max MFE,Winning PnL,Losing PnL,Avg Trade Efficiency (%),Sharpe-like Ratio,Sortino Ratio,Expectancy,Normalized PnL,PnL per Unit,Efficiency Ratio
10,1.0,2139,3856,15.287517531556801,2596.3399999999656,1.2138101916783384,234.74000000000092,7.537639659017532,21.463149847094748,-2.8474629748873257,0.4112402806533265,-38.5300000000002,-0.1884277885378864,55.9366666666665,7018.4499999999825,-4422.110000000017,9.914211290642392,0.13040724202237364,0.2528505760306873,0.8690262223020797,1.2138101916783384,0.6733246887966716,2.9515839006577624
10,2.0,1972,3892,17.849898580121703,2374.7299999999796,1.2042241379310241,264.4899999999975,5.698310012956957,21.657869318181785,-3.8007530774800937,0.5050192496538854,-38.5300000000002,-0.15895640957532506,55.9366666666665,7623.569999999989,-5248.840000000009,15.97930706119095,0.13487330447972765,0.23241986473796516,0.7435852000417023,1.2042241379310241,0.6101567317574459,2.384511360223077
10,3.0,1891,3962,19.460602855631944,2514.819999999977,1.3298889476467355,263.27999999999724,5.077458633182929,22.303559782608673,-4.392662037037049,0.6012006161181175,-38.5300000000002,-0.20325205442656616,55.9366666666665,8207.709999999992,-5692.890000000015,16.2502417750472,0.14850053487414316,0.24494059031132512,0.8025836687427654,1.3298889476467355,0.6347349823321496,2.212055197537344
10,4.0,1856,3983,20.04310344827586,2133.0299999999834,1.1492618534482668,320.57999999998674,4.559365049888071,22.40411290322579,-4.913866877971483,0.5624625581554439,-38.5300000000002,-0.19658916598248533,55.9366666666665,8334.329999999994,-6201.300000000011,16.938432471078624,0.13141745997041304,0.19781937839851776,0.5615040695529707,1.1492618534482668,0.5355335174491548,2.0432681905390995
1,1.0,8992,18322,24.933274021352315,11410.03999999996,1.26891014234875,65.48999999999978,7.718482151039947,7.731494201605686,-1.0016858302333427,0.21384089897035763,-52.66500000000042,-0.32518823804031594,35.20636363636322,17334.009999999947,-5923.969999999988,-1.484876187529885,0.3771014187406926,1.1953061285793163,1.1757818778831055,1.26891014234875,0.6227507913983168,5.933898278853779
1,2.0,8701,19197,27.27272727272727,11038.289999999986,1.2686231467647382,106.31999999999607,5.632162843919862,7.925608933839005,-1.4072052164462905,0.21853510356051262,-52.66500000000042,-0.3473757112883532,37.33999999999969,18807.469999999958,-7769.17999999997,0.9972086512981653,0.3892435024789084,0.8893336362677782,1.1381077336315173,1.2686231467647382,0.5750007813720887,5.805122957801857
1,3.0,8577,19693,28.378220823131635,10561.970000000018,1.231429404220592,148.67000000000553,4.74898331747001,8.078340180772374,-1.7010672897196144,0.2099317494055562,-52.66500000000042,-0.37407314741151165,37.33999999999969,19662.679999999957,-9100.709999999937,2.2496635700391394,0.3861931033085548,0.6636223292480016,1.0741545574504336,1.231429404220592,0.536331183669325,5.865855963700173
1,4.0,8496,19977,29.20197740112994,10300.290000000039,1.2123693502824904,170.18000000000757,4.280388421344835,8.172781136638436,-1.9093550239234292,0.18365035557068138,-52.66500000000042,-0.38255491749899656,37.33999999999969,20276.66999999996,-9976.379999999917,2.2027594250714264,0.3871265752848371,0.5525039702360273,1.0348280992349967,1.2123693502824904,0.5156074485658527,6.601508320063593
2,1.0,6102,12337,19.616519174041297,7226.3599999999815,1.1842608980662048,134.19999999999436,7.9815824662910275,11.072815371762724,-1.3872957422324506,0.22833385400335113,-52.5566666666673,-0.3429624422929416,38.375,13254.159999999982,-6027.799999999997,0.28924635200581084,0.2445425632003265,0.7434333602507327,1.0569443435512635,1.1842608980662048,0.5857469400988881,5.186532252238094
2,2.0,5891,12802,21.575284332031913,6684.019999999988,1.1346155151926647,146.70999999999708,6.051136741654625,11.191471282454742,-1.8494824625950432,0.25014931219217706,-52.5566666666673,-0.3578544223180892,38.375,14224.359999999977,-7540.339999999991,4.214102777427683,0.2429066309265193,0.618186756983451,0.964140387508212,1.1346155151926647,0.5221074832057482,4.5357530878237915
2,3.0,5768,13122,22.815533980582526,6261.289999999986,1.0855218446601917,186.71999999999707,5.1513226435025254,11.273100303951349,-2.1883894844308296,0.25614862014238193,-52.5566666666673,-0.3869148333943705,38.375,14835.399999999976,-8574.10999999999,5.666496952479016,0.2389777432051457,0.505061535902919,0.8829212925301531,1.0855218446601917,0.4771597317482081,4.2378594272996555
2,4.0,5700,13288,23.50877192982456,5919.769999999993,1.038556140350876,199.66999999999462,4.675308252634133,11.380649253731319,-2.434202974171661,0.2503545034302953,-52.5566666666673,-0.39827181235917547,38.375,15250.069999999967,-9330.299999999977,6.142779537942132,0.23217177142698803,0.423430252450872,0.8134991285283377,1.038556140350876,0.4454974413004209,4.148342155307124
3,1.0,4755,9445,18.696109358569927,5355.329999999997,1.1262523659305987,146.14000000000442,7.485397151693874,12.290832395950536,-1.6419746536988005,0.26734668352444496,-33.06299999999965,-0.3730402775691381,43.96250000000009,10926.550000000027,-5571.22000000003,1.1958167127094401,0.21152547873035044,0.5781646500931568,0.9629181890221794,1.1262523659305987,0.5670015881418737,4.212703711462422
3,2.0,4543,9806,20.845256438476778,5265.469999999986,1.1590292758089338,200.05999999999858,5.8705354927163045,12.79223864836327,-2.1790582246261634,0.3220619031896289,-33.06299999999965,-0.40751106621384703,43.96250000000009,12114.250000000016,-6848.780000000032,5.15718716287157,0.21841318615797492,0.5446893071280596,0.9417470007141391,1.1590292758089338,0.5369641036100332,3.598777950233069
