v,vw,o,c,h,l,t,n,timestamp
13,1913.4354,1913.42,1913.52,1913.61,1913.05,1691731200000,13,2023-08-11 05:20:00
14,1913.775,1913.85,1913.9,1914.01,1913.2,1691731500000,14,2023-08-11 05:25:00
13,1914.4977,1913.99,1914.74,1914.87,1913.9,1691731800000,13,2023-08-11 05:30:00
13,1915.0523,1914.75,1915.28,1915.49,1914.74,1691732100000,13,2023-08-11 05:35:00
13,1915.1777,1915.28,1915.32,1915.32,1914.9,1691732400000,13,2023-08-11 05:40:00
13,1915.4462,1915.05,1915.62,1915.8,1915.05,1691732700000,13,2023-08-11 05:45:00
13,1915.6485,1915.57,1915.53,1915.86,1915.5,1691733000000,13,2023-08-11 05:50:00
13,1915.5746,1915.58,1915.67,1915.67,1915.41,1691733300000,13,2023-08-11 05:55:00
13,1915.7446,1915.71,1916.07,1916.08,1915.35,1691733600000,13,2023-08-11 06:00:00
13,1916.05,1915.75,1915.91,1916.4,1915.75,1691733900000,13,2023-08-11 06:05:00
13,1916.5238,1916.09,1916.89,1916.89,1915.91,1691734200000,13,2023-08-11 06:10:00
12,1916.9608,1916.82,1916.78,1917.13,1916.78,1691734500000,12,2023-08-11 06:15:00
13,1916.8369,1916.86,1916.69,1917.03,1916.69,1691734800000,13,2023-08-11 06:20:00
13,1917.0238,1916.93,1917.06,1917.13,1916.69,1691735100000,13,2023-08-11 06:25:00
12,1917.185,1917.23,1917.35,1917.36,1917.03,1691735400000,12,2023-08-11 06:30:00
13,1917.24,1917.49,1917.13,1917.49,1917.12,1691735700000,13,2023-08-11 06:35:00
14,1917.2021,1917.27,1917.42,1917.42,1916.5,1691736000000,14,2023-08-11 06:40:00
13,1916.8816,1917.31,1916.37,1917.42,1916.07,1691736300000,13,2023-08-11 06:45:00
13,1916.1977,1916.1,1916.49,1916.52,1915.89,1691736600000,13,2023-08-11 06:50:00
13,1916.29,1916.56,1916.18,1916.64,1916.02,1691736900000,13,2023-08-11 06:55:00
13,1916.2069,1916.33,1916.01,1916.68,1915.76,1691737200000,13,2023-08-11 07:00:00
13,1916.3277,1916.05,1916.02,1916.76,1916.01,1691737500000,13,2023-08-11 07:05:00
13,1916.0477,1915.94,1915.95,1916.31,1915.94,1691737800000,13,2023-08-11 07:10:00
13,1916.06,1915.76,1915.94,1916.25,1915.76,1691738100000,13,2023-08-11 07:15:00
14,1916.0536,1916.01,1916.32,1916.32,1915.3,1691738400000,14,2023-08-11 07:20:00
13,1916.6323,1916.41,1917.07,1917.07,1916.22,1691738700000,13,2023-08-11 07:25:00
13,1916.9554,1916.93,1917.46,1917.5,1916.46,1691739000000,13,2023-08-11 07:30:00
13,1917.02,1916.97,1916.95,1917.28,1916.81,1691739300000,13,2023-08-11 07:35:00
13,1916.9531,1916.86,1916.88,1917.26,1916.71,1691739600000,13,2023-08-11 07:40:00
14,1917.1043,1916.97,1917.5,1917.5,1916.6,1691739900000,14,2023-08-11 07:45:00
14,1917.4543,1917.55,1917.57,1917.64,1916.7,1691740200000,14,2023-08-11 07:50:00
13,1917.6754,1917.63,1917.74,1917.8,1917.55,1691740500000,13,2023-08-11 07:55:00
13,1917.7092,1917.92,1917.68,1917.92,1917.54,1691740800000,13,2023-08-11 08:00:00
13,1917.8792,1917.65,1917.99,1918.02,1917.65,1691741100000,13,2023-08-11 08:05:00
13,1918.1592,1918.05,1918.44,1918.52,1917.91,1691741400000,13,2023-08-11 08:10:00
13,1918.2685,1918.44,1918.01,1918.51,1918.0,1691741700000,13,2023-08-11 08:15:00
14,1917.9621,1917.98,1917.94,1918.11,1917.2,1691742000000,14,2023-08-11 08:20:00
14,1918.1971,1918.02,1918.32,1918.44,1917.4,1691742300000,14,2023-08-11 08:25:00
13,1917.5269,1918.21,1916.93,1918.21,1916.87,1691742600000,13,2023-08-11 08:30:00
13,1917.7808,1917.62,1917.88,1918.3,1917.01,1691742900000,13,2023-08-11 08:35:00
13,1918.0177,1917.97,1918.12,1918.48,1917.73,1691743200000,13,2023-08-11 08:40:00
13,1918.8646,1918.76,1918.85,1919.1,1918.19,1691743500000,13,2023-08-11 08:45:00
14,1918.5271,1919.32,1918.24,1919.32,1917.5,1691743800000,14,2023-08-11 08:50:00
12,1918.685,1918.25,1918.99,1919.06,1918.25,1691744100000,12,2023-08-11 08:55:00
13,1919.1123,1919.12,1919.11,1919.22,1919.01,1691744400000,13,2023-08-11 09:00:00
13,1919.4085,1919.09,1919.57,1919.66,1919.09,1691744700000,13,2023-08-11 09:05:00
15,1918.7887,1919.05,1918.64,1919.13,1917.9,1691745000000,15,2023-08-11 09:10:00
13,1918.3239,1918.47,1918.05,1918.57,1917.96,1691745300000,13,2023-08-11 09:15:00
13,1917.9554,1918.11,1917.69,1918.2,1917.68,1691745600000,13,2023-08-11 09:20:00
13,1917.4254,1917.77,1917.07,1917.77,1917.07,1691745900000,13,2023-08-11 09:25:00
13,1917.6877,1917.25,1917.92,1917.95,1917.25,1691746200000,13,2023-08-11 09:30:00
13,1918.0016,1918.07,1917.97,1918.3,1917.87,1691746500000,13,2023-08-11 09:35:00
13,1918.27,1918.19,1917.87,1918.75,1917.87,1691746800000,13,2023-08-11 09:40:00
13,1917.93,1918.0,1917.83,1918.2,1917.7,1691747100000,13,2023-08-11 09:45:00
12,1917.5425,1917.66,1917.65,1917.66,1917.36,1691747400000,12,2023-08-11 09:50:00
13,1917.6869,1917.55,1917.92,1917.92,1917.55,1691747700000,13,2023-08-11 09:55:00
13,1917.6669,1917.67,1917.59,1917.77,1917.36,1691748000000,13,2023-08-11 10:00:00
13,1917.5169,1917.36,1917.63,1917.68,1917.36,1691748300000,13,2023-08-11 10:05:00
13,1917.42,1917.64,1917.34,1917.65,1917.16,1691748600000,13,2023-08-11 10:10:00
13,1917.3208,1917.26,1917.38,1917.47,1917.13,1691748900000,13,2023-08-11 10:15:00
13,1917.5485,1917.14,1917.55,1917.85,1917.14,1691749200000,13,2023-08-11 10:20:00
13,1917.8992,1917.65,1917.93,1918.18,1917.65,1691749500000,13,2023-08-11 10:25:00
12,1918.18,1917.99,1917.93,1918.3,1917.93,1691749800000,12,2023-08-11 10:30:00
13,1917.9123,1918.29,1917.59,1918.29,1917.58,1691750100000,13,2023-08-11 10:35:00
13,1917.8215,1917.97,1918.2,1918.2,1917.61,1691750400000,13,2023-08-11 10:40:00
12,1917.9092,1918.07,1917.75,1918.29,1917.75,1691750700000,12,2023-08-11 10:45:00
13,1917.7385,1917.81,1917.69,1917.91,1917.47,1691751000000,13,2023-08-11 10:50:00
14,1917.6643,1917.58,1917.8,1917.92,1917.0,1691751300000,14,2023-08-11 10:55:00
13,1917.68,1917.67,1917.72,1917.75,1917.46,1691751600000,13,2023-08-11 11:00:00
13,1917.6377,1917.72,1917.42,1917.93,1917.4,1691751900000,13,2023-08-11 11:05:00
13,1917.6331,1917.46,1917.67,1917.74,1917.46,1691752200000,13,2023-08-11 11:10:00
13,1917.5861,1917.64,1917.63,1917.7,1917.51,1691752500000,13,2023-08-11 11:15:00
13,1917.7554,1917.53,1917.73,1917.86,1917.53,1691752800000,13,2023-08-11 11:20:00
13,1917.6869,1917.72,1917.66,1917.95,1917.53,1691753100000,13,2023-08-11 11:25:00
13,1917.7715,1917.95,1918.14,1918.14,1917.43,1691753400000,13,2023-08-11 11:30:00
12,1918.16,1917.97,1918.68,1918.68,1917.97,1691753700000,12,2023-08-11 11:35:00
13,1918.6931,1918.65,1918.58,1918.96,1918.43,1691754000000,13,2023-08-11 11:40:00
13,1918.7854,1918.54,1918.81,1919.02,1918.54,1691754300000,13,2023-08-11 11:45:00
11,1918.7209,1918.64,1918.76,1919.02,1918.53,1691754600000,11,2023-08-11 11:50:00
9,1918.7956,1918.56,1918.87,1918.96,1918.56,1691754900000,9,2023-08-11 11:55:00
14,1918.9043,1917.9,1919.19,1919.19,1917.9,1691755200000,14,2023-08-11 12:00:00
13,1919.0285,1919.12,1919.21,1919.21,1918.89,1691755500000,13,2023-08-11 12:05:00
13,1919.7008,1919.17,1920.02,1920.15,1919.1,1691755800000,13,2023-08-11 12:10:00
13,1919.6708,1920.06,1919.13,1920.2,1918.95,1691756100000,13,2023-08-11 12:15:00
14,1919.4221,1918.43,1920.26,1920.26,1918.35,1691756400000,14,2023-08-11 12:20:00
13,1920.3723,1920.11,1919.89,1920.83,1919.89,1691756700000,13,2023-08-11 12:25:00
13,1917.0077,1916.26,1916.77,1920.4,1915.15,1691757000000,13,2023-08-11 12:30:00
12,1916.4009,1915.97,1916.0,1917.29,1915.34,1691757300000,12,2023-08-11 12:35:00
13,1916.3508,1916.57,1915.21,1917.05,1915.21,1691757600000,13,2023-08-11 12:40:00
13,1914.6738,1915.2,1914.02,1915.8,1913.73,1691757900000,13,2023-08-11 12:45:00
12,1914.1692,1913.19,1915.48,1915.48,1913.19,1691758200000,12,2023-08-11 12:50:00
14,1915.21,1915.56,1915.85,1915.85,1914.2,1691758500000,14,2023-08-11 12:55:00
13,1915.4546,1915.21,1916.38,1916.54,1914.5,1691758800000,13,2023-08-11 13:00:00
13,1915.99,1916.63,1916.1,1916.63,1915.43,1691759100000,13,2023-08-11 13:05:00
13,1915.3592,1915.99,1914.91,1915.99,1914.91,1691759400000,13,2023-08-11 13:10:00
13,1914.6861,1914.24,1915.45,1915.45,1914.04,1691759700000,13,2023-08-11 13:15:00
14,1915.645,1915.68,1915.88,1916.27,1914.07,1691760000000,14,2023-08-11 13:20:00
13,1915.3323,1916.27,1914.94,1916.27,1914.49,1691760300000,13,2023-08-11 13:25:00
13,1915.1185,1914.8,1916.45,1916.45,1914.05,1691760600000,13,2023-08-11 13:30:00
13,1915.4123,1916.17,1916.82,1917.12,1912.86,1691760900000,13,2023-08-11 13:35:00
13,1916.5708,1916.01,1916.96,1917.48,1915.4,1691761200000,13,2023-08-11 13:40:00
13,1915.5177,1916.46,1914.84,1916.68,1914.42,1691761500000,13,2023-08-11 13:45:00
13,1914.6739,1914.84,1915.3,1915.3,1914.15,1691761800000,13,2023-08-11 13:50:00
13,1915.9392,1915.7,1915.9,1916.33,1915.12,1691762100000,13,2023-08-11 13:55:00
13,1916.9415,1919.23,1917.43,1919.23,1915.96,1691762400000,13,2023-08-11 14:00:00
13,1917.1008,1917.65,1917.9,1917.95,1916.39,1691762700000,13,2023-08-11 14:05:00
12,1917.695,1917.68,1917.73,1918.4,1917.21,1691763000000,12,2023-08-11 14:10:00
13,1918.7423,1918.19,1918.41,1919.83,1917.71,1691763300000,13,2023-08-11 14:15:00
13,1918.4977,1918.37,1918.2,1918.89,1918.2,1691763600000,13,2023-08-11 14:20:00
13,1918.5584,1918.45,1918.68,1919.28,1918.07,1691763900000,13,2023-08-11 14:25:00
13,1918.7185,1918.82,1917.74,1919.41,1917.74,1691764200000,13,2023-08-11 14:30:00
13,1917.7377,1917.35,1918.56,1918.56,1916.92,1691764500000,13,2023-08-11 14:35:00
13,1918.7323,1918.47,1919.17,1919.31,1917.61,1691764800000,13,2023-08-11 14:40:00
13,1919.3692,1919.22,1919.69,1919.69,1919.17,1691765100000,13,2023-08-11 14:45:00
13,1918.9931,1919.43,1918.91,1919.69,1918.69,1691765400000,13,2023-08-11 14:50:00
13,1918.6977,1918.76,1918.55,1918.91,1918.55,1691765700000,13,2023-08-11 14:55:00
13,1919.0308,1918.53,1919.25,1919.45,1918.53,1691766000000,13,2023-08-11 15:00:00
14,1919.005,1919.05,1919.19,1919.35,1918.4,1691766300000,14,2023-08-11 15:05:00
13,1918.4539,1919.05,1918.11,1919.19,1918.01,1691766600000,13,2023-08-11 15:10:00
13,1917.0823,1917.87,1916.88,1918.42,1916.23,1691766900000,13,2023-08-11 15:15:00
13,1916.9531,1916.98,1917.17,1917.39,1916.67,1691767200000,13,2023-08-11 15:20:00
12,1916.4792,1917.09,1915.96,1917.09,1915.96,1691767500000,12,2023-08-11 15:25:00
13,1915.7846,1915.73,1915.12,1916.19,1915.12,1691767800000,13,2023-08-11 15:30:00
13,1915.1708,1915.24,1914.21,1915.53,1914.21,1691768100000,13,2023-08-11 15:35:00
13,1914.0685,1914.16,1913.44,1914.59,1913.44,1691768400000,13,2023-08-11 15:40:00
14,1913.4743,1913.85,1913.01,1913.88,1912.6,1691768700000,14,2023-08-11 15:45:00
13,1913.7115,1913.07,1913.94,1914.21,1913.01,1691769000000,13,2023-08-11 15:50:00
13,1914.0362,1914.02,1913.97,1914.44,1913.72,1691769300000,13,2023-08-11 15:55:00
12,1913.9167,1914.08,1913.59,1914.34,1913.59,1691769600000,12,2023-08-11 16:00:00
13,1914.22,1914.04,1914.82,1914.82,1913.59,1691769900000,13,2023-08-11 16:05:00
12,1914.83,1914.84,1914.94,1915.02,1914.33,1691770200000,12,2023-08-11 16:10:00
14,1914.7714,1914.74,1914.67,1914.99,1913.9,1691770500000,14,2023-08-11 16:15:00
13,1914.63,1914.77,1914.28,1914.95,1914.28,1691770800000,13,2023-08-11 16:20:00
13,1914.3377,1914.29,1914.69,1914.7,1914.08,1691771100000,13,2023-08-11 16:25:00
13,1914.7746,1914.88,1914.92,1914.93,1914.59,1691771400000,13,2023-08-11 16:30:00
13,1914.63,1915.21,1914.42,1915.21,1914.36,1691771700000,13,2023-08-11 16:35:00
13,1914.3761,1914.24,1914.39,1914.57,1914.2,1691772000000,13,2023-08-11 16:40:00
13,1914.3315,1914.39,1914.31,1914.39,1914.26,1691772300000,13,2023-08-11 16:45:00
13,1914.3377,1914.37,1914.28,1914.48,1914.06,1691772600000,13,2023-08-11 16:50:00
13,1914.1877,1914.26,1914.28,1914.31,1913.97,1691772900000,13,2023-08-11 16:55:00
13,1914.5385,1914.19,1914.86,1914.86,1914.19,1691773200000,13,2023-08-11 17:00:00
13,1915.0015,1914.86,1914.9,1915.31,1914.77,1691773500000,13,2023-08-11 17:05:00
13,1915.1238,1915.05,1915.08,1915.24,1914.9,1691773800000,13,2023-08-11 17:10:00
13,1914.9938,1915.15,1914.85,1915.25,1914.85,1691774100000,13,2023-08-11 17:15:00
14,1914.4379,1914.52,1914.07,1914.85,1913.9,1691774400000,14,2023-08-11 17:20:00
13,1914.3962,1914.08,1914.14,1914.78,1914.01,1691774700000,13,2023-08-11 17:25:00
13,1914.3615,1914.57,1914.56,1914.57,1914.14,1691775000000,13,2023-08-11 17:30:00
14,1914.1179,1914.45,1913.75,1914.56,1913.5,1691775300000,14,2023-08-11 17:35:00
12,1913.5617,1913.64,1913.55,1913.64,1913.41,1691775600000,12,2023-08-11 17:40:00
13,1913.2177,1912.6,1913.16,1913.45,1912.6,1691775900000,13,2023-08-11 17:45:00
14,1913.2186,1913.16,1913.35,1913.35,1912.5,1691776200000,14,2023-08-11 17:50:00
14,1913.1322,1913.4,1913.19,1913.4,1912.3,1691776500000,14,2023-08-11 17:55:00
13,1913.3108,1913.16,1913.48,1913.48,1913.16,1691776800000,13,2023-08-11 18:00:00
14,1913.4,1913.37,1913.17,1913.78,1912.4,1691777100000,14,2023-08-11 18:05:00
13,1912.9931,1913.16,1913.04,1913.18,1912.84,1691777400000,13,2023-08-11 18:10:00
13,1912.7062,1912.84,1912.9,1912.9,1912.49,1691777700000,13,2023-08-11 18:15:00
13,1913.1685,1912.91,1913.43,1913.43,1912.91,1691778000000,13,2023-08-11 18:20:00
12,1913.2942,1913.32,1913.35,1913.39,1913.23,1691778300000,12,2023-08-11 18:25:00
13,1913.2869,1913.25,1913.27,1913.37,1913.24,1691778600000,13,2023-08-11 18:30:00
13,1913.2131,1913.27,1913.19,1913.28,1913.14,1691778900000,13,2023-08-11 18:35:00
13,1913.2238,1913.17,1913.14,1913.3,1913.11,1691779200000,13,2023-08-11 18:40:00
12,1913.2525,1913.29,1913.18,1913.29,1913.18,1691779500000,12,2023-08-11 18:45:00
13,1913.2546,1913.19,1913.25,1913.36,1913.17,1691779800000,13,2023-08-11 18:50:00
14,1913.3043,1913.27,1913.33,1913.48,1912.6,1691780100000,14,2023-08-11 18:55:00
13,1912.9992,1913.36,1913.02,1913.36,1912.78,1691780400000,13,2023-08-11 19:00:00
14,1912.8021,1913.27,1912.83,1913.27,1912.1,1691780700000,14,2023-08-11 19:05:00
13,1912.6208,1912.87,1912.9,1912.9,1912.32,1691781000000,13,2023-08-11 19:10:00
13,1912.8046,1912.55,1912.95,1912.95,1912.55,1691781300000,13,2023-08-11 19:15:00
13,1912.9085,1912.93,1913.09,1913.09,1912.81,1691781600000,13,2023-08-11 19:20:00
12,1913.0283,1912.9,1912.89,1913.2,1912.79,1691781900000,12,2023-08-11 19:25:00
13,1912.9862,1912.88,1913.2,1913.27,1912.79,1691782200000,13,2023-08-11 19:30:00
13,1913.3261,1913.32,1913.24,1913.46,1913.15,1691782500000,13,2023-08-11 19:35:00
12,1913.0184,1913.21,1912.83,1913.21,1912.83,1691782800000,12,2023-08-11 19:40:00
13,1913.1031,1913.11,1913.19,1913.22,1912.83,1691783100000,13,2023-08-11 19:45:00
13,1913.2246,1913.23,1913.42,1913.5,1913.01,1691783400000,13,2023-08-11 19:50:00
13,1913.5623,1913.33,1913.64,1913.65,1913.33,1691783700000,13,2023-08-11 19:55:00
13,1913.69,1913.51,1913.67,1913.85,1913.51,1691784000000,13,2023-08-11 20:00:00
13,1913.5985,1913.68,1913.3,1913.84,1913.3,1691784300000,13,2023-08-11 20:05:00
13,1913.1823,1913.26,1913.15,1913.46,1913.1,1691784600000,13,2023-08-11 20:10:00
13,1913.1061,1913.15,1913.16,1913.17,1913.03,1691784900000,13,2023-08-11 20:15:00
11,1913.1836,1913.08,1913.23,1913.23,1913.08,1691785200000,11,2023-08-11 20:20:00
14,1913.1386,1913.16,1913.26,1913.3,1912.3,1691785500000,14,2023-08-11 20:25:00
13,1913.0123,1913.15,1912.94,1913.25,1912.84,1691785800000,13,2023-08-11 20:30:00
13,1912.9946,1912.95,1913.11,1913.11,1912.84,1691786100000,13,2023-08-11 20:35:00
11,1913.1873,1913.05,1913.31,1913.34,1913.05,1691786400000,11,2023-08-11 20:40:00
13,1913.1985,1913.19,1913.15,1913.34,1913.12,1691786700000,13,2023-08-11 20:45:00
13,1913.5223,1913.1,1913.6,1913.8,1913.1,1691787000000,13,2023-08-11 20:50:00
12,1913.5233,1913.6,1913.46,1913.67,1913.46,1691787300000,12,2023-08-11 20:55:00
1,1913.56,1913.56,1913.56,1913.56,1913.56,1691787600000,1,2023-08-11 21:00:00
1,1913.46,1913.46,1913.46,1913.46,1913.46,1691953200000,1,2023-08-13 19:00:00
2,1914.13,1914.8,1913.46,1914.8,1913.46,1691956800000,2,2023-08-13 20:00:00
1,1913.46,1913.46,1913.46,1913.46,1913.46,1691960400000,1,2023-08-13 21:00:00
1,1914.95,1914.95,1914.95,1914.95,1914.95,1691960700000,1,2023-08-13 21:05:00
9,1913.4556,1913.3,1913.64,1913.88,1912.8,1691964000000,9,2023-08-13 22:00:00
10,1913.674,1913.63,1913.89,1914.08,1913.31,1691964300000,10,2023-08-13 22:05:00
11,1913.9582,1913.9,1914.28,1914.28,1913.3,1691964600000,11,2023-08-13 22:10:00
9,1914.5678,1914.35,1914.87,1914.87,1914.31,1691964900000,9,2023-08-13 22:15:00
11,1914.7736,1914.89,1914.79,1915.1,1914.0,1691965200000,11,2023-08-13 22:20:00
11,1914.7082,1914.0,1914.69,1914.87,1914.0,1691965500000,11,2023-08-13 22:25:00
9,1914.6278,1914.59,1914.61,1914.69,1914.48,1691965800000,9,2023-08-13 22:30:00
9,1914.2378,1914.48,1914.06,1914.48,1914.06,1691966100000,9,2023-08-13 22:35:00
11,1913.8609,1914.08,1913.83,1914.08,1913.1,1691966400000,11,2023-08-13 22:40:00
11,1913.5573,1913.81,1913.55,1913.81,1912.7,1691966700000,11,2023-08-13 22:45:00
11,1913.6873,1913.52,1913.81,1913.96,1913.0,1691967000000,11,2023-08-13 22:50:00
9,1913.6467,1913.77,1913.6,1913.77,1913.6,1691967300000,9,2023-08-13 22:55:00
11,1912.8018,1913.49,1913.12,1913.49,1911.6,1691967600000,11,2023-08-13 23:00:00
10,1913.079,1913.03,1913.23,1913.23,1912.94,1691967900000,10,2023-08-13 23:05:00
10,1913.283,1913.32,1913.02,1913.45,1913.02,1691968200000,10,2023-08-13 23:10:00
10,1913.701,1913.03,1913.83,1914.04,1913.03,1691968500000,10,2023-08-13 23:15:00
11,1913.97,1913.85,1914.07,1914.25,1913.2,1691968800000,11,2023-08-13 23:20:00
10,1914.061,1914.15,1914.16,1914.16,1913.94,1691969100000,10,2023-08-13 23:25:00
11,1914.1273,1914.22,1914.05,1914.25,1914.05,1691969400000,11,2023-08-13 23:30:00
9,1914.0222,1914.04,1913.85,1914.16,1913.85,1691969700000,9,2023-08-13 23:35:00
11,1913.7636,1912.9,1913.85,1913.97,1912.9,1691970000000,11,2023-08-13 23:40:00
10,1913.502,1913.74,1913.04,1913.85,1913.04,1691970300000,10,2023-08-13 23:45:00
11,1912.9282,1912.96,1913.61,1913.61,1912.63,1691970600000,11,2023-08-13 23:50:00
10,1913.695,1913.71,1913.69,1913.87,1913.6,1691970900000,10,2023-08-13 23:55:00
13,1913.2777,1913.67,1912.38,1913.67,1912.38,1691971200000,13,2023-08-14 00:00:00
13,1912.4431,1913.11,1912.23,1913.11,1912.21,1691971500000,13,2023-08-14 00:05:00
14,1911.8429,1912.37,1911.9,1912.37,1910.9,1691971800000,14,2023-08-14 00:10:00
13,1911.6231,1911.94,1911.57,1911.94,1911.49,1691972100000,13,2023-08-14 00:15:00
13,1911.6723,1911.49,1911.49,1911.94,1911.49,1691972400000,13,2023-08-14 00:20:00
14,1911.5057,1911.58,1911.06,1911.67,1911.06,1691972700000,14,2023-08-14 00:25:00
13,1911.2154,1911.35,1911.15,1911.51,1911.0,1691973000000,13,2023-08-14 00:30:00
13,1911.1008,1911.18,1910.87,1911.2,1910.87,1691973300000,13,2023-08-14 00:35:00
12,1910.8975,1910.85,1911.09,1911.09,1910.67,1691973600000,12,2023-08-14 00:40:00
14,1910.9607,1911.12,1911.04,1911.16,1910.2,1691973900000,14,2023-08-14 00:45:00
14,1910.8914,1911.02,1911.13,1911.16,1910.0,1691974200000,14,2023-08-14 00:50:00
13,1911.14,1911.11,1911.0,1911.39,1910.97,1691974500000,13,2023-08-14 00:55:00
13,1911.1915,1910.98,1911.61,1911.96,1910.55,1691974800000,13,2023-08-14 01:00:00
13,1911.2192,1911.36,1911.59,1911.59,1910.74,1691975100000,13,2023-08-14 01:05:00
12,1911.6008,1911.39,1911.82,1911.82,1911.38,1691975400000,12,2023-08-14 01:10:00
13,1911.1792,1911.55,1910.47,1911.67,1910.32,1691975700000,13,2023-08-14 01:15:00
13,1910.5377,1910.68,1910.6,1910.87,1910.29,1691976000000,13,2023-08-14 01:20:00
13,1910.6415,1910.51,1910.62,1910.87,1910.51,1691976300000,13,2023-08-14 01:25:00
13,1910.6984,1910.79,1910.5,1910.94,1910.46,1691976600000,13,2023-08-14 01:30:00
13,1910.4415,1910.43,1910.36,1910.84,1909.5,1691976900000,13,2023-08-14 01:35:00
13,1911.0085,1910.2,1911.79,1911.79,1910.2,1691977200000,13,2023-08-14 01:40:00
13,1912.0931,1911.77,1912.18,1912.88,1911.58,1691977500000,13,2023-08-14 01:45:00
13,1912.0915,1912.26,1911.73,1912.31,1911.73,1691977800000,13,2023-08-14 01:50:00
13,1911.9092,1911.63,1911.63,1912.3,1911.63,1691978100000,13,2023-08-14 01:55:00
13,1911.5261,1911.46,1911.27,1911.7,1911.27,1691978400000,13,2023-08-14 02:00:00
13,1911.5685,1911.54,1911.31,1911.81,1911.31,1691978700000,13,2023-08-14 02:05:00
12,1911.0133,1911.31,1910.87,1911.41,1910.59,1691979000000,12,2023-08-14 02:10:00
14,1911.0729,1910.94,1911.34,1911.36,1910.2,1691979300000,14,2023-08-14 02:15:00
13,1911.5677,1911.38,1911.44,1911.8,1911.24,1691979600000,13,2023-08-14 02:20:00
13,1911.18,1911.4,1911.33,1911.4,1910.91,1691979900000,13,2023-08-14 02:25:00
13,1911.5215,1911.16,1911.61,1911.98,1911.16,1691980200000,13,2023-08-14 02:30:00
13,1911.8408,1911.61,1912.12,1912.23,1911.58,1691980500000,13,2023-08-14 02:35:00
14,1911.7615,1911.99,1912.08,1912.08,1910.9,1691980800000,14,2023-08-14 02:40:00
13,1912.3523,1912.08,1912.43,1912.61,1911.62,1691981100000,13,2023-08-14 02:45:00
14,1912.2872,1911.7,1912.2,1912.56,1911.7,1691981400000,14,2023-08-14 02:50:00
13,1912.0077,1912.06,1911.89,1912.32,1911.87,1691981700000,13,2023-08-14 02:55:00
13,1911.94,1911.94,1911.75,1912.18,1911.75,1691982000000,13,2023-08-14 03:00:00
13,1911.74,1911.62,1911.91,1911.91,1911.57,1691982300000,13,2023-08-14 03:05:00
13,1911.9315,1911.82,1912.15,1912.29,1911.7,1691982600000,13,2023-08-14 03:10:00
13,1912.3085,1912.26,1912.67,1912.67,1912.15,1691982900000,13,2023-08-14 03:15:00
13,1912.7546,1912.86,1912.56,1913.13,1912.47,1691983200000,13,2023-08-14 03:20:00
12,1912.6517,1912.64,1912.45,1912.88,1912.45,1691983500000,12,2023-08-14 03:25:00
12,1912.4116,1912.49,1912.36,1912.55,1912.31,1691983800000,12,2023-08-14 03:30:00
14,1912.3136,1912.28,1912.45,1912.47,1911.5,1691984100000,14,2023-08-14 03:35:00
13,1912.3715,1912.36,1912.37,1912.46,1912.25,1691984400000,13,2023-08-14 03:40:00
14,1912.5486,1912.51,1912.89,1912.89,1911.9,1691984700000,14,2023-08-14 03:45:00
12,1912.4567,1912.81,1912.18,1912.89,1912.09,1691985000000,12,2023-08-14 03:50:00
13,1912.3969,1912.35,1912.72,1912.72,1912.18,1691985300000,13,2023-08-14 03:55:00
12,1912.6675,1912.57,1912.47,1912.79,1912.47,1691985600000,12,2023-08-14 04:00:00
11,1912.4555,1912.46,1912.29,1912.52,1912.29,1691985900000,11,2023-08-14 04:05:00
12,1912.3158,1912.17,1912.71,1912.73,1912.16,1691986200000,12,2023-08-14 04:10:00
13,1912.5877,1912.8,1912.86,1912.86,1912.41,1691986500000,13,2023-08-14 04:15:00
13,1912.8508,1912.8,1912.79,1912.99,1912.7,1691986800000,13,2023-08-14 04:20:00
13,1912.7831,1912.59,1912.88,1912.91,1912.59,1691987100000,13,2023-08-14 04:25:00
13,1912.5408,1912.69,1912.47,1912.88,1912.39,1691987400000,13,2023-08-14 04:30:00
13,1912.3792,1912.51,1912.18,1912.57,1911.6,1691987700000,13,2023-08-14 04:35:00
14,1912.2307,1912.1,1912.21,1912.52,1911.6,1691988000000,14,2023-08-14 04:40:00
14,1912.1143,1912.1,1912.26,1912.28,1911.4,1691988300000,14,2023-08-14 04:45:00
13,1912.2431,1912.28,1912.37,1912.47,1912.08,1691988600000,13,2023-08-14 04:50:00
13,1912.4015,1912.36,1912.33,1912.47,1912.31,1691988900000,13,2023-08-14 04:55:00
13,1912.2023,1912.31,1912.1,1912.51,1912.08,1691989200000,13,2023-08-14 05:00:00
13,1912.0538,1912.05,1911.93,1912.14,1911.93,1691989500000,13,2023-08-14 05:05:00
13,1912.0038,1911.92,1912.22,1912.24,1911.91,1691989800000,13,2023-08-14 05:10:00
13,1912.2408,1912.22,1912.14,1912.41,1912.12,1691990100000,13,2023-08-14 05:15:00
13,1912.1631,1912.14,1912.41,1912.46,1911.93,1691990400000,13,2023-08-14 05:20:00
13,1912.9246,1912.54,1913.46,1913.46,1912.41,1691990700000,13,2023-08-14 05:25:00
13,1913.8023,1913.69,1913.47,1914.39,1913.01,1691991000000,13,2023-08-14 05:30:00
13,1912.9823,1913.52,1912.88,1913.52,1912.74,1691991300000,13,2023-08-14 05:35:00
13,1913.1769,1912.98,1913.27,1913.31,1912.88,1691991600000,13,2023-08-14 05:40:00
