v,vw,o,c,h,l,t,n,timestamp
14,1944.5221,1944.36,1944.88,1944.93,1944.0,1686182400000,14,2023-06-08 00:00:00
13,1945.08,1944.61,1945.26,1945.41,1944.61,1686182700000,13,2023-06-08 00:05:00
13,1945.0238,1945.41,1945.29,1945.41,1944.88,1686183000000,13,2023-06-08 00:10:00
13,1945.3677,1945.0,1945.37,1945.61,1945.0,1686183300000,13,2023-06-08 00:15:00
13,1945.2877,1945.2,1945.22,1945.35,1945.2,1686183600000,13,2023-06-08 00:20:00
13,1945.3454,1944.6,1945.32,1945.63,1944.6,1686183900000,13,2023-06-08 00:25:00
13,1945.7239,1945.68,1945.67,1945.89,1945.31,1686184200000,13,2023-06-08 00:30:00
13,1945.5615,1944.9,1945.79,1945.9,1944.9,1686184500000,13,2023-06-08 00:35:00
10,1945.688,1945.66,1945.78,1945.81,1945.5,1686184800000,10,2023-06-08 00:40:00
13,1945.7831,1945.9,1945.96,1945.99,1945.41,1686185100000,13,2023-06-08 00:45:00
15,1945.8573,1945.1,1945.94,1946.15,1945.1,1686185400000,15,2023-06-08 00:50:00
14,1945.9107,1945.71,1946.12,1946.14,1945.2,1686185700000,14,2023-06-08 00:55:00
13,1946.1215,1946.4,1945.92,1946.47,1945.92,1686186000000,13,2023-06-08 01:00:00
14,1946.1507,1945.6,1946.47,1946.47,1945.6,1686186300000,14,2023-06-08 01:05:00
14,1946.1107,1946.58,1945.69,1946.58,1945.63,1686186600000,14,2023-06-08 01:10:00
13,1945.3431,1945.39,1945.2,1945.93,1945.12,1686186900000,13,2023-06-08 01:15:00
13,1945.3515,1945.16,1945.15,1945.69,1945.12,1686187200000,13,2023-06-08 01:20:00
13,1945.1208,1945.3,1944.86,1945.68,1944.1,1686187500000,13,2023-06-08 01:25:00
13,1944.9285,1945.22,1944.62,1945.4,1944.57,1686187800000,13,2023-06-08 01:30:00
13,1945.4677,1944.9,1945.57,1945.84,1944.78,1686188100000,13,2023-06-08 01:35:00
14,1945.7893,1945.65,1945.87,1946.09,1945.2,1686188400000,14,2023-06-08 01:40:00
13,1945.6492,1945.96,1945.68,1945.96,1945.36,1686188700000,13,2023-06-08 01:45:00
13,1945.4431,1945.92,1945.23,1945.92,1945.16,1686189000000,13,2023-06-08 01:50:00
14,1945.435,1945.27,1945.77,1945.77,1944.6,1686189300000,14,2023-06-08 01:55:00
13,1945.9515,1945.97,1946.51,1946.51,1945.48,1686189600000,13,2023-06-08 02:00:00
13,1946.6208,1946.7,1946.39,1946.89,1946.39,1686189900000,13,2023-06-08 02:05:00
13,1945.7408,1945.98,1945.28,1946.48,1945.28,1686190200000,13,2023-06-08 02:10:00
13,1945.5231,1945.47,1945.93,1945.93,1945.31,1686190500000,13,2023-06-08 02:15:00
13,1946.2839,1946.06,1946.6,1946.78,1945.73,1686190800000,13,2023-06-08 02:20:00
12,1946.185,1946.56,1945.85,1946.7,1945.48,1686191100000,12,2023-06-08 02:25:00
13,1945.4508,1945.76,1945.2,1945.78,1945.03,1686191400000,13,2023-06-08 02:30:00
13,1944.8815,1945.13,1944.94,1945.2,1944.58,1686191700000,13,2023-06-08 02:35:00
13,1945.2846,1944.93,1945.71,1945.85,1944.88,1686192000000,13,2023-06-08 02:40:00
14,1945.78,1945.71,1946.0,1946.05,1945.45,1686192300000,14,2023-06-08 02:45:00
13,1945.9077,1946.09,1945.75,1946.38,1945.0,1686192600000,13,2023-06-08 02:50:00
14,1946.1,1945.79,1946.22,1946.34,1945.5,1686192900000,14,2023-06-08 02:55:00
13,1946.3939,1946.13,1946.6,1946.67,1946.13,1686193200000,13,2023-06-08 03:00:00
13,1946.7138,1946.67,1946.82,1946.83,1946.56,1686193500000,13,2023-06-08 03:05:00
14,1946.6414,1945.8,1946.39,1947.02,1945.8,1686193800000,14,2023-06-08 03:10:00
13,1946.3685,1946.48,1945.89,1946.75,1945.89,1686194100000,13,2023-06-08 03:15:00
13,1946.1485,1945.95,1946.09,1946.4,1945.95,1686194400000,13,2023-06-08 03:20:00
13,1946.1223,1945.99,1946.25,1946.25,1945.84,1686194700000,13,2023-06-08 03:25:00
13,1946.3585,1946.15,1946.58,1946.68,1946.09,1686195000000,13,2023-06-08 03:30:00
13,1946.5146,1946.37,1946.62,1946.62,1946.37,1686195300000,13,2023-06-08 03:35:00
13,1946.8169,1946.64,1946.87,1946.94,1946.64,1686195600000,13,2023-06-08 03:40:00
13,1946.4746,1946.75,1946.28,1946.83,1946.25,1686195900000,13,2023-06-08 03:45:00
13,1946.2631,1946.15,1946.47,1946.47,1946.15,1686196200000,13,2023-06-08 03:50:00
13,1946.38,1946.49,1946.19,1946.54,1946.19,1686196500000,13,2023-06-08 03:55:00
14,1946.0564,1946.26,1946.02,1946.26,1945.4,1686196800000,14,2023-06-08 04:00:00
13,1945.8608,1945.97,1945.81,1946.03,1945.66,1686197100000,13,2023-06-08 04:05:00
14,1945.9314,1945.8,1946.15,1946.16,1945.3,1686197400000,14,2023-06-08 04:10:00
13,1946.3577,1946.33,1946.41,1946.51,1946.29,1686197700000,13,2023-06-08 04:15:00
14,1946.1143,1946.29,1946.26,1946.43,1945.3,1686198000000,14,2023-06-08 04:20:00
13,1946.3785,1946.21,1946.52,1946.52,1946.21,1686198300000,13,2023-06-08 04:25:00
12,1946.3733,1946.71,1946.15,1946.71,1945.99,1686198600000,12,2023-06-08 04:30:00
14,1945.9693,1945.83,1946.07,1946.18,1945.2,1686198900000,14,2023-06-08 04:35:00
13,1946.3562,1946.23,1946.22,1947.18,1946.0,1686199200000,13,2023-06-08 04:40:00
13,1946.8239,1947.06,1946.85,1947.06,1946.52,1686199500000,13,2023-06-08 04:45:00
13,1946.6038,1947.11,1946.07,1947.11,1945.98,1686199800000,13,2023-06-08 04:50:00
13,1946.4608,1945.85,1946.59,1946.77,1945.85,1686200100000,13,2023-06-08 04:55:00
14,1946.6622,1946.53,1946.87,1946.88,1946.1,1686200400000,14,2023-06-08 05:00:00
13,1946.64,1946.98,1946.66,1946.98,1946.45,1686200700000,13,2023-06-08 05:05:00
13,1946.1754,1946.38,1946.14,1946.38,1946.02,1686201000000,13,2023-06-08 05:10:00
13,1946.5454,1946.09,1946.57,1946.78,1946.09,1686201300000,13,2023-06-08 05:15:00
13,1946.6839,1946.64,1946.89,1946.97,1946.33,1686201600000,13,2023-06-08 05:20:00
13,1947.1315,1947.01,1947.23,1947.49,1946.82,1686201900000,13,2023-06-08 05:25:00
13,1947.1638,1947.38,1947.09,1947.46,1946.76,1686202200000,13,2023-06-08 05:30:00
13,1947.1939,1947.01,1947.38,1947.69,1946.75,1686202500000,13,2023-06-08 05:35:00
14,1947.1171,1946.6,1947.15,1947.54,1946.6,1686202800000,14,2023-06-08 05:40:00
13,1947.0077,1947.02,1947.2,1947.41,1946.41,1686203100000,13,2023-06-08 05:45:00
13,1946.64,1946.59,1946.51,1946.92,1946.4,1686203400000,13,2023-06-08 05:50:00
13,1946.0839,1946.57,1945.83,1946.57,1945.75,1686203700000,13,2023-06-08 05:55:00
13,1945.2431,1945.79,1945.25,1945.79,1944.78,1686204000000,13,2023-06-08 06:00:00
13,1945.0538,1945.3,1945.07,1945.3,1944.8,1686204300000,13,2023-06-08 06:05:00
13,1944.7515,1944.66,1944.7,1945.0,1944.32,1686204600000,13,2023-06-08 06:10:00
13,1943.6485,1944.3,1943.21,1944.3,1943.21,1686204900000,13,2023-06-08 06:15:00
13,1943.2746,1943.09,1943.67,1943.71,1942.71,1686205200000,13,2023-06-08 06:20:00
12,1943.3167,1943.31,1943.36,1943.56,1943.03,1686205500000,12,2023-06-08 06:25:00
13,1943.8246,1943.28,1943.98,1944.71,1943.06,1686205800000,13,2023-06-08 06:30:00
13,1944.8708,1944.3,1945.33,1945.36,1944.3,1686206100000,13,2023-06-08 06:35:00
13,1945.6446,1945.49,1945.87,1946.19,1945.27,1686206400000,13,2023-06-08 06:40:00
13,1946.2346,1945.78,1946.65,1946.94,1945.78,1686206700000,13,2023-06-08 06:45:00
13,1945.66,1945.79,1945.37,1946.04,1945.27,1686207000000,13,2023-06-08 06:50:00
12,1945.0067,1945.3,1944.63,1945.3,1944.63,1686207300000,12,2023-06-08 06:55:00
13,1944.9454,1944.77,1945.53,1945.64,1944.34,1686207600000,13,2023-06-08 07:00:00
12,1945.86,1945.67,1945.6,1946.44,1945.51,1686207900000,12,2023-06-08 07:05:00
13,1945.5016,1945.72,1945.79,1945.81,1945.08,1686208200000,13,2023-06-08 07:10:00
13,1945.9492,1945.77,1946.27,1946.43,1945.65,1686208500000,13,2023-06-08 07:15:00
11,1946.3237,1946.52,1945.73,1946.81,1945.73,1686208800000,11,2023-06-08 07:20:00
13,1945.1831,1945.74,1944.83,1945.74,1944.83,1686209100000,13,2023-06-08 07:25:00
13,1945.19,1945.27,1945.73,1945.93,1944.2,1686209400000,13,2023-06-08 07:30:00
13,1945.6877,1945.41,1945.64,1946.03,1945.18,1686209700000,13,2023-06-08 07:35:00
13,1945.6838,1945.84,1945.75,1945.87,1945.41,1686210000000,13,2023-06-08 07:40:00
13,1945.8816,1945.47,1946.15,1946.44,1945.47,1686210300000,13,2023-06-08 07:45:00
13,1946.4169,1946.07,1946.85,1946.85,1945.96,1686210600000,13,2023-06-08 07:50:00
12,1947.3458,1947.09,1947.05,1948.0,1946.66,1686210900000,12,2023-06-08 07:55:00
13,1947.0408,1946.93,1946.94,1947.42,1946.78,1686211200000,13,2023-06-08 08:00:00
14,1947.48,1946.95,1947.83,1948.23,1946.7,1686211500000,14,2023-06-08 08:05:00
13,1947.7223,1947.54,1947.26,1948.01,1947.26,1686211800000,13,2023-06-08 08:10:00
13,1947.4592,1947.73,1947.2,1947.73,1947.2,1686212100000,13,2023-06-08 08:15:00
14,1947.2407,1947.33,1947.25,1947.84,1946.1,1686212400000,14,2023-06-08 08:20:00
13,1947.3208,1947.32,1947.43,1947.58,1946.91,1686212700000,13,2023-06-08 08:25:00
13,1947.4677,1947.27,1947.75,1947.93,1947.24,1686213000000,13,2023-06-08 08:30:00
14,1947.6164,1947.63,1948.25,1948.38,1946.5,1686213300000,14,2023-06-08 08:35:00
13,1948.5977,1948.39,1948.54,1948.97,1947.84,1686213600000,13,2023-06-08 08:40:00
13,1948.1969,1948.15,1947.45,1948.56,1947.45,1686213900000,13,2023-06-08 08:45:00
12,1947.3517,1947.39,1947.65,1947.68,1946.87,1686214200000,12,2023-06-08 08:50:00
12,1947.765,1947.64,1948.38,1948.38,1947.28,1686214500000,12,2023-06-08 08:55:00
14,1948.2793,1948.32,1948.44,1948.46,1947.6,1686214800000,14,2023-06-08 09:00:00
14,1948.1707,1948.52,1948.15,1948.52,1947.3,1686215100000,14,2023-06-08 09:05:00
13,1947.5023,1948.04,1947.0,1948.04,1947.0,1686215400000,13,2023-06-08 09:10:00
13,1947.32,1947.12,1947.28,1947.48,1947.12,1686215700000,13,2023-06-08 09:15:00
14,1947.9064,1947.79,1947.76,1948.19,1947.4,1686216000000,14,2023-06-08 09:20:00
14,1947.2443,1948.0,1946.64,1948.0,1946.0,1686216300000,14,2023-06-08 09:25:00
13,1946.6461,1946.74,1946.81,1947.23,1945.92,1686216600000,13,2023-06-08 09:30:00
13,1946.5938,1946.86,1946.42,1946.86,1946.1,1686216900000,13,2023-06-08 09:35:00
13,1946.4823,1946.44,1946.36,1946.64,1946.34,1686217200000,13,2023-06-08 09:40:00
13,1946.59,1946.23,1946.72,1946.84,1946.22,1686217500000,13,2023-06-08 09:45:00
14,1946.5264,1946.91,1946.42,1946.91,1945.9,1686217800000,14,2023-06-08 09:50:00
12,1946.345,1946.22,1946.17,1946.51,1946.12,1686218100000,12,2023-06-08 09:55:00
13,1946.4977,1945.6,1946.94,1946.94,1945.6,1686218400000,13,2023-06-08 10:00:00
14,1946.3864,1946.78,1946.57,1946.83,1945.6,1686218700000,14,2023-06-08 10:05:00
13,1946.3423,1946.45,1946.5,1946.52,1946.18,1686219000000,13,2023-06-08 10:10:00
13,1946.2792,1946.44,1946.08,1946.44,1946.08,1686219300000,13,2023-06-08 10:15:00
15,1945.9673,1946.08,1946.2,1946.22,1945.2,1686219600000,15,2023-06-08 10:20:00
13,1946.3062,1946.12,1946.38,1946.65,1946.04,1686219900000,13,2023-06-08 10:25:00
13,1946.6615,1946.2,1947.68,1947.68,1946.2,1686220200000,13,2023-06-08 10:30:00
13,1947.2946,1947.43,1946.83,1947.73,1946.83,1686220500000,13,2023-06-08 10:35:00
13,1947.2884,1947.07,1947.71,1947.71,1946.83,1686220800000,13,2023-06-08 10:40:00
14,1947.46,1947.69,1947.07,1947.81,1946.4,1686221100000,14,2023-06-08 10:45:00
13,1946.9246,1947.21,1946.58,1947.21,1946.58,1686221400000,13,2023-06-08 10:50:00
13,1946.2754,1946.68,1946.6,1946.68,1945.8,1686221700000,13,2023-06-08 10:55:00
13,1947.0615,1946.75,1947.54,1947.55,1946.27,1686222000000,13,2023-06-08 11:00:00
14,1946.8336,1947.69,1945.9,1947.69,1945.9,1686222300000,14,2023-06-08 11:05:00
13,1945.6869,1945.78,1945.9,1945.94,1945.27,1686222600000,13,2023-06-08 11:10:00
14,1945.7171,1945.87,1945.83,1945.9,1945.47,1686222900000,14,2023-06-08 11:15:00
13,1945.8177,1946.16,1945.63,1946.19,1945.54,1686223200000,13,2023-06-08 11:20:00
13,1945.7731,1946.06,1945.65,1946.06,1945.62,1686223500000,13,2023-06-08 11:25:00
13,1945.9123,1945.98,1945.66,1946.19,1945.65,1686223800000,13,2023-06-08 11:30:00
13,1945.3223,1945.45,1945.66,1946.09,1945.03,1686224100000,13,2023-06-08 11:35:00
13,1945.81,1945.76,1946.2,1946.2,1945.59,1686224400000,13,2023-06-08 11:40:00
13,1945.8046,1946.1,1945.81,1946.2,1945.51,1686224700000,13,2023-06-08 11:45:00
14,1945.9893,1945.6,1946.53,1946.65,1945.6,1686225000000,14,2023-06-08 11:50:00
13,1946.6315,1946.13,1946.57,1946.97,1946.13,1686225300000,13,2023-06-08 11:55:00
13,1946.5454,1946.37,1946.65,1946.92,1946.28,1686225600000,13,2023-06-08 12:00:00
13,1947.0692,1946.46,1947.33,1947.79,1946.46,1686225900000,13,2023-06-08 12:05:00
13,1946.6885,1947.2,1946.88,1947.33,1946.36,1686226200000,13,2023-06-08 12:10:00
13,1947.0623,1946.49,1947.4,1947.54,1946.49,1686226500000,13,2023-06-08 12:15:00
13,1946.7692,1946.75,1946.91,1947.4,1946.26,1686226800000,13,2023-06-08 12:20:00
14,1948.1543,1946.2,1948.82,1949.1,1946.2,1686227100000,14,2023-06-08 12:25:00
13,1952.1762,1950.12,1952.75,1954.2,1948.82,1686227400000,13,2023-06-08 12:30:00
12,1955.1775,1953.97,1955.61,1956.27,1952.75,1686227700000,12,2023-06-08 12:35:00
13,1957.3746,1955.4,1958.69,1958.71,1955.4,1686228000000,13,2023-06-08 12:40:00
12,1957.145,1958.85,1955.53,1958.85,1955.53,1686228300000,12,2023-06-08 12:45:00
13,1955.2369,1955.34,1955.07,1955.94,1954.37,1686228600000,13,2023-06-08 12:50:00
15,1957.5353,1955.02,1959.21,1959.21,1955.02,1686228900000,15,2023-06-08 12:55:00
13,1958.4492,1958.94,1957.77,1959.39,1957.24,1686229200000,13,2023-06-08 13:00:00
13,1958.5115,1958.5,1957.87,1959.37,1957.77,1686229500000,13,2023-06-08 13:05:00
13,1958.9246,1958.18,1959.04,1959.68,1957.86,1686229800000,13,2023-06-08 13:10:00
12,1958.35,1959.45,1957.7,1959.55,1957.55,1686230100000,12,2023-06-08 13:15:00
13,1959.0331,1957.72,1960.13,1960.13,1957.7,1686230400000,13,2023-06-08 13:20:00
13,1959.5577,1960.63,1959.46,1960.63,1959.21,1686230700000,13,2023-06-08 13:25:00
13,1961.1515,1959.23,1962.83,1962.83,1959.23,1686231000000,13,2023-06-08 13:30:00
13,1964.0292,1962.74,1964.69,1965.22,1962.74,1686231300000,13,2023-06-08 13:35:00
12,1964.85,1964.73,1965.02,1965.45,1963.67,1686231600000,12,2023-06-08 13:40:00
13,1965.9561,1965.71,1965.06,1967.27,1965.06,1686231900000,13,2023-06-08 13:45:00
13,1965.3446,1965.47,1965.98,1966.31,1964.67,1686232200000,13,2023-06-08 13:50:00
14,1967.3957,1967.06,1967.25,1968.06,1966.34,1686232500000,14,2023-06-08 13:55:00
13,1966.6485,1967.36,1966.39,1967.36,1965.9,1686232800000,13,2023-06-08 14:00:00
14,1967.4936,1966.65,1967.08,1968.74,1965.93,1686233100000,14,2023-06-08 14:05:00
13,1967.9431,1966.92,1968.49,1968.81,1966.92,1686233400000,13,2023-06-08 14:10:00
14,1967.6364,1967.9,1967.96,1968.15,1966.7,1686233700000,14,2023-06-08 14:15:00
14,1966.985,1967.1,1966.46,1968.1,1966.05,1686234000000,14,2023-06-08 14:20:00
14,1968.06,1967.09,1969.05,1969.05,1966.78,1686234300000,14,2023-06-08 14:25:00
12,1969.075,1969.12,1968.53,1969.81,1968.01,1686234600000,12,2023-06-08 14:30:00
12,1967.1825,1968.12,1967.2,1968.12,1966.54,1686234900000,12,2023-06-08 14:35:00
13,1966.0254,1967.48,1965.26,1967.48,1965.25,1686235200000,13,2023-06-08 14:40:00
13,1966.9646,1966.04,1966.88,1967.88,1965.55,1686235500000,13,2023-06-08 14:45:00
13,1966.6169,1967.48,1966.19,1967.48,1966.14,1686235800000,13,2023-06-08 14:50:00
13,1967.0023,1966.61,1967.32,1967.32,1966.61,1686236100000,13,2023-06-08 14:55:00
13,1967.6754,1967.38,1967.76,1968.36,1966.58,1686236400000,13,2023-06-08 15:00:00
13,1966.5823,1967.01,1966.37,1967.01,1966.16,1686236700000,13,2023-06-08 15:05:00
13,1967.5092,1967.14,1967.75,1968.42,1966.77,1686237000000,13,2023-06-08 15:10:00
14,1967.3893,1968.43,1966.87,1968.43,1966.4,1686237300000,14,2023-06-08 15:15:00
14,1967.0207,1967.34,1966.91,1967.44,1966.2,1686237600000,14,2023-06-08 15:20:00
13,1966.0708,1966.12,1966.03,1966.82,1965.65,1686237900000,13,2023-06-08 15:25:00
13,1966.8523,1966.89,1966.54,1967.61,1966.43,1686238200000,13,2023-06-08 15:30:00
13,1966.2177,1966.53,1965.87,1966.62,1965.86,1686238500000,13,2023-06-08 15:35:00
13,1966.4546,1967.08,1966.18,1967.08,1966.13,1686238800000,13,2023-06-08 15:40:00
12,1966.3058,1966.46,1966.55,1966.62,1966.05,1686239100000,12,2023-06-08 15:45:00
13,1966.6138,1966.05,1967.14,1967.44,1966.05,1686239400000,13,2023-06-08 15:50:00
13,1966.9462,1967.0,1966.88,1967.24,1966.67,1686239700000,13,2023-06-08 15:55:00
13,1967.0846,1966.86,1966.48,1967.62,1966.48,1686240000000,13,2023-06-08 16:00:00
13,1965.9915,1966.93,1966.29,1966.93,1965.42,1686240300000,13,2023-06-08 16:05:00
13,1967.1269,1966.11,1967.9,1967.9,1966.11,1686240600000,13,2023-06-08 16:10:00
13,1968.3808,1967.33,1968.84,1969.03,1967.33,1686240900000,13,2023-06-08 16:15:00
13,1968.0185,1968.95,1966.76,1968.95,1966.76,1686241200000,13,2023-06-08 16:20:00
12,1967.025,1966.69,1967.87,1967.87,1966.62,1686241500000,12,2023-06-08 16:25:00
13,1967.6915,1967.22,1968.54,1968.54,1967.22,1686241800000,13,2023-06-08 16:30:00
13,1968.0923,1967.77,1968.08,1968.34,1967.75,1686242100000,13,2023-06-08 16:35:00
13,1967.5592,1967.85,1967.47,1967.96,1967.19,1686242400000,13,2023-06-08 16:40:00
13,1967.4954,1967.19,1967.29,1967.8,1967.19,1686242700000,13,2023-06-08 16:45:00
13,1966.7908,1967.44,1966.4,1967.44,1966.4,1686243000000,13,2023-06-08 16:50:00
14,1966.1614,1966.62,1966.31,1966.62,1965.3,1686243300000,14,2023-06-08 16:55:00
13,1966.1546,1965.83,1965.92,1966.57,1965.83,1686243600000,13,2023-06-08 17:00:00
13,1965.4046,1965.92,1965.31,1965.92,1964.96,1686243900000,13,2023-06-08 17:05:00
14,1964.1536,1964.96,1964.09,1965.07,1963.0,1686244200000,14,2023-06-08 17:10:00
13,1964.3015,1963.63,1964.57,1964.86,1963.63,1686244500000,13,2023-06-08 17:15:00
13,1964.47,1964.28,1964.37,1964.64,1964.28,1686244800000,13,2023-06-08 17:20:00
13,1964.0008,1964.52,1963.43,1964.52,1963.39,1686245100000,13,2023-06-08 17:25:00
14,1962.9814,1963.84,1962.6,1963.84,1962.1,1686245400000,14,2023-06-08 17:30:00
13,1962.5108,1962.93,1962.94,1963.04,1961.97,1686245700000,13,2023-06-08 17:35:00
13,1962.61,1962.63,1962.71,1962.83,1962.16,1686246000000,13,2023-06-08 17:40:00
14,1962.63,1962.26,1962.6,1962.86,1962.0,1686246300000,14,2023-06-08 17:45:00
13,1963.0839,1962.99,1963.15,1963.4,1962.65,1686246600000,13,2023-06-08 17:50:00
13,1963.5177,1963.24,1963.79,1963.93,1963.02,1686246900000,13,2023-06-08 17:55:00
13,1963.7584,1963.8,1963.62,1964.0,1963.5,1686247200000,13,2023-06-08 18:00:00
13,1963.4923,1963.53,1963.5,1963.68,1963.28,1686247500000,13,2023-06-08 18:05:00
14,1963.6857,1963.38,1963.88,1963.92,1962.9,1686247800000,14,2023-06-08 18:10:00
14,1963.5979,1963.86,1963.45,1963.86,1962.8,1686248100000,14,2023-06-08 18:15:00
14,1963.23,1962.8,1963.42,1963.59,1962.8,1686248400000,14,2023-06-08 18:20:00
13,1963.4262,1963.17,1963.68,1963.79,1963.14,1686248700000,13,2023-06-08 18:25:00
13,1963.4777,1963.56,1963.44,1963.62,1963.3,1686249000000,13,2023-06-08 18:30:00
12,1963.45,1963.25,1963.83,1963.98,1963.18,1686249300000,12,2023-06-08 18:35:00
14,1963.7257,1962.6,1963.99,1964.0,1962.6,1686249600000,14,2023-06-08 18:40:00
14,1964.2879,1963.0,1964.81,1965.0,1963.0,1686249900000,14,2023-06-08 18:45:00
15,1964.7107,1964.88,1964.8,1965.06,1963.9,1686250200000,15,2023-06-08 18:50:00
14,1964.9343,1964.73,1965.21,1965.23,1964.1,1686250500000,14,2023-06-08 18:55:00
13,1965.27,1965.32,1965.18,1965.36,1965.14,1686250800000,13,2023-06-08 19:00:00
13,1964.4531,1965.07,1964.34,1965.14,1963.96,1686251100000,13,2023-06-08 19:05:00
13,1964.6285,1964.33,1964.77,1964.79,1964.19,1686251400000,13,2023-06-08 19:10:00
13,1964.3185,1964.8,1963.81,1964.8,1963.81,1686251700000,13,2023-06-08 19:15:00
14,1963.9771,1963.91,1964.11,1964.19,1963.1,1686252000000,14,2023-06-08 19:20:00
14,1963.5707,1963.96,1963.52,1964.15,1963.21,1686252300000,14,2023-06-08 19:25:00
13,1963.5585,1963.42,1963.72,1963.75,1963.27,1686252600000,13,2023-06-08 19:30:00
13,1963.5369,1963.75,1963.69,1963.75,1963.32,1686252900000,13,2023-06-08 19:35:00
14,1963.9521,1963.77,1964.07,1964.29,1963.0,1686253200000,14,2023-06-08 19:40:00
13,1964.2469,1964.04,1964.41,1964.41,1963.91,1686253500000,13,2023-06-08 19:45:00
14,1964.2836,1964.18,1964.78,1964.78,1963.3,1686253800000,14,2023-06-08 19:50:00
13,1964.9646,1964.8,1965.11,1965.24,1964.7,1686254100000,13,2023-06-08 19:55:00
13,1965.0546,1964.99,1965.31,1965.31,1964.89,1686254400000,13,2023-06-08 20:00:00
14,1965.3364,1965.31,1965.52,1965.54,1964.8,1686254700000,14,2023-06-08 20:05:00
14,1965.4271,1965.53,1965.5,1965.55,1964.7,1686255000000,14,2023-06-08 20:10:00
14,1965.4036,1965.37,1965.02,1965.59,1964.7,1686255300000,14,2023-06-08 20:15:00
13,1965.0969,1965.06,1965.04,1965.23,1965.04,1686255600000,13,2023-06-08 20:20:00
13,1965.2262,1964.2,1965.93,1965.93,1964.2,1686255900000,13,2023-06-08 20:25:00
13,1965.5915,1965.49,1965.37,1965.77,1965.37,1686256200000,13,2023-06-08 20:30:00
12,1965.515,1965.41,1965.57,1965.59,1965.41,1686256500000,12,2023-06-08 20:35:00
13,1965.52,1965.57,1965.37,1965.6,1965.37,1686256800000,13,2023-06-08 20:40:00
13,1965.6084,1965.66,1965.56,1965.71,1965.45,1686257100000,13,2023-06-08 20:45:00
12,1965.4375,1965.66,1965.27,1965.66,1965.24,1686257400000,12,2023-06-08 20:50:00
12,1965.25,1965.34,1965.49,1965.49,1964.4,1686257700000,12,2023-06-08 20:55:00
2,1965.42,1965.49,1965.35,1965.49,1965.35,1686258000000,2,2023-06-08 21:00:00
12,1965.5975,1965.1,1965.93,1965.93,1965.1,1686261600000,12,2023-06-08 22:00:00
14,1966.0379,1966.07,1966.05,1966.22,1965.2,1686261900000,14,2023-06-08 22:05:00
13,1966.1123,1966.05,1966.25,1966.25,1966.04,1686262200000,13,2023-06-08 22:10:00
15,1965.8487,1965.4,1965.84,1966.25,1964.9,1686262500000,15,2023-06-08 22:15:00
13,1965.95,1965.86,1966.2,1966.2,1965.4,1686262800000,13,2023-06-08 22:20:00
12,1966.1325,1966.2,1966.05,1966.2,1966.05,1686263100000,12,2023-06-08 22:25:00
14,1965.8893,1965.2,1965.95,1966.05,1965.2,1686263400000,14,2023-06-08 22:30:00
14,1965.8814,1965.2,1965.98,1966.08,1965.2,1686263700000,14,2023-06-08 22:35:00
14,1965.8807,1965.97,1965.91,1965.98,1965.1,1686264000000,14,2023-06-08 22:40:00
12,1965.98,1965.98,1966.0,1966.03,1965.91,1686264300000,12,2023-06-08 22:45:00
12,1965.9942,1966.05,1965.86,1966.13,1965.86,1686264600000,12,2023-06-08 22:50:00
14,1965.9186,1965.93,1966.07,1966.07,1965.3,1686264900000,14,2023-06-08 22:55:00
15,1965.744,1966.03,1965.88,1966.03,1965.1,1686265200000,15,2023-06-08 23:00:00
14,1965.685,1965.84,1965.65,1965.95,1964.9,1686265500000,14,2023-06-08 23:05:00
13,1965.62,1965.6,1965.68,1965.78,1965.53,1686265800000,13,2023-06-08 23:10:00
14,1965.4893,1965.74,1965.47,1965.74,1964.8,1686266100000,14,2023-06-08 23:15:00
13,1965.6269,1965.54,1965.65,1965.71,1965.54,1686266400000,13,2023-06-08 23:20:00
13,1965.5692,1965.56,1965.63,1965.78,1965.0,1686266700000,13,2023-06-08 23:25:00
14,1965.395,1964.8,1965.35,1965.55,1964.8,1686267000000,14,2023-06-08 23:30:00
13,1965.2931,1965.34,1965.37,1965.39,1965.15,1686267300000,13,2023-06-08 23:35:00
13,1965.6023,1965.34,1965.58,1965.87,1965.34,1686267600000,13,2023-06-08 23:40:00
13,1965.8731,1965.89,1965.93,1966.01,1965.74,1686267900000,13,2023-06-08 23:45:00
13,1966.0261,1966.02,1966.03,1966.11,1965.88,1686268200000,13,2023-06-08 23:50:00
12,1965.4225,1965.73,1965.33,1965.73,1965.3,1686268500000,12,2023-06-08 23:55:00
13,1965.0461,1965.2,1965.19,1965.27,1964.56,1686268800000,13,2023-06-09 00:00:00
12,1964.7308,1964.5,1964.89,1964.99,1964.5,1686269100000,12,2023-06-09 00:05:00
14,1964.8043,1964.98,1964.74,1965.02,1964.29,1686269400000,14,2023-06-09 00:10:00
13,1964.5762,1964.24,1964.64,1964.84,1964.24,1686269700000,13,2023-06-09 00:15:00
14,1964.805,1964.86,1964.83,1964.95,1963.9,1686270000000,14,2023-06-09 00:20:00
13,1964.6546,1964.84,1964.57,1964.86,1964.44,1686270300000,13,2023-06-09 00:25:00
13,1964.7061,1964.61,1964.78,1965.01,1964.55,1686270600000,13,2023-06-09 00:30:00
14,1964.9086,1964.77,1965.07,1965.15,1964.0,1686270900000,14,2023-06-09 00:35:00
6,1964.6667,1965.26,1964.2,1965.26,1964.14,1686271200000,6,2023-06-09 00:40:00
