v,vw,o,c,h,l,t,n,timestamp
14,1943.6371,1944.19,1943.41,1944.58,1942.3,1686700800000,14,2023-06-14 00:00:00
15,1943.7927,1943.66,1944.48,1944.48,1943.0,1686701100000,15,2023-06-14 00:05:00
14,1944.6321,1944.82,1944.49,1944.88,1944.0,1686701400000,14,2023-06-14 00:10:00
13,1944.8838,1944.75,1945.36,1945.36,1944.75,1686701700000,13,2023-06-14 00:15:00
13,1944.9185,1945.23,1945.08,1945.23,1944.6,1686702000000,13,2023-06-14 00:20:00
13,1944.9485,1945.08,1945.07,1945.15,1944.2,1686702300000,13,2023-06-14 00:25:00
14,1945.2157,1945.16,1945.01,1945.53,1944.6,1686702600000,14,2023-06-14 00:30:00
13,1945.1639,1945.08,1945.19,1945.29,1944.95,1686702900000,13,2023-06-14 00:35:00
13,1944.85,1944.99,1944.71,1945.19,1944.7,1686703200000,13,2023-06-14 00:40:00
14,1944.6779,1944.86,1945.11,1945.22,1943.8,1686703500000,14,2023-06-14 00:45:00
7,1944.9271,1945.06,1944.88,1945.18,1944.58,1686703800000,7,2023-06-14 00:50:00
13,1944.6685,1944.95,1944.36,1944.95,1944.36,1686704100000,13,2023-06-14 00:55:00
13,1944.47,1944.37,1944.61,1944.63,1944.3,1686704400000,13,2023-06-14 01:00:00
13,1944.3885,1944.46,1944.92,1944.92,1944.15,1686704700000,13,2023-06-14 01:05:00
13,1945.3092,1944.92,1945.68,1945.68,1944.46,1686705000000,13,2023-06-14 01:10:00
13,1946.2431,1945.46,1946.58,1946.71,1945.46,1686705300000,13,2023-06-14 01:15:00
13,1946.1246,1946.6,1946.0,1946.6,1945.71,1686705600000,13,2023-06-14 01:20:00
12,1946.2375,1946.23,1946.02,1946.45,1946.02,1686705900000,12,2023-06-14 01:25:00
14,1946.1157,1946.36,1946.39,1946.43,1945.4,1686706200000,14,2023-06-14 01:30:00
13,1946.6377,1946.65,1946.9,1946.9,1946.13,1686706500000,13,2023-06-14 01:35:00
13,1946.1808,1946.8,1946.08,1946.8,1945.81,1686706800000,13,2023-06-14 01:40:00
13,1946.4677,1945.75,1947.15,1947.15,1945.75,1686707100000,13,2023-06-14 01:45:00
13,1947.1185,1947.55,1947.06,1947.55,1946.81,1686707400000,13,2023-06-14 01:50:00
13,1947.0154,1947.13,1946.74,1947.35,1946.73,1686707700000,13,2023-06-14 01:55:00
13,1946.8346,1946.83,1946.81,1947.01,1946.62,1686708000000,13,2023-06-14 02:00:00
13,1946.5623,1946.72,1946.47,1946.73,1946.24,1686708300000,13,2023-06-14 02:05:00
13,1946.6685,1946.47,1947.14,1947.14,1946.38,1686708600000,13,2023-06-14 02:10:00
13,1947.0815,1947.25,1947.22,1947.26,1946.93,1686708900000,13,2023-06-14 02:15:00
14,1947.2486,1947.1,1947.38,1947.45,1946.6,1686709200000,14,2023-06-14 02:20:00
13,1947.5477,1947.44,1947.63,1947.76,1947.24,1686709500000,13,2023-06-14 02:25:00
13,1947.6585,1947.77,1947.55,1947.77,1947.52,1686709800000,13,2023-06-14 02:30:00
13,1947.0954,1947.3,1947.2,1947.3,1946.75,1686710100000,13,2023-06-14 02:35:00
13,1947.2377,1947.35,1947.13,1947.46,1946.89,1686710400000,13,2023-06-14 02:40:00
13,1947.05,1946.89,1946.8,1947.36,1946.8,1686710700000,13,2023-06-14 02:45:00
13,1947.0308,1946.87,1947.05,1947.21,1946.87,1686711000000,13,2023-06-14 02:50:00
12,1947.2917,1947.05,1947.39,1947.51,1947.05,1686711300000,12,2023-06-14 02:55:00
13,1947.3631,1947.44,1947.24,1947.5,1947.21,1686711600000,13,2023-06-14 03:00:00
12,1947.2975,1947.2,1947.33,1947.54,1947.13,1686711900000,12,2023-06-14 03:05:00
13,1947.0769,1946.94,1947.09,1947.24,1946.94,1686712200000,13,2023-06-14 03:10:00
13,1947.17,1947.19,1947.12,1947.26,1946.95,1686712500000,13,2023-06-14 03:15:00
13,1946.9669,1946.3,1946.88,1947.17,1946.3,1686712800000,13,2023-06-14 03:20:00
12,1947.4467,1947.14,1947.57,1947.65,1947.14,1686713100000,12,2023-06-14 03:25:00
13,1947.76,1947.7,1947.97,1948.01,1947.47,1686713400000,13,2023-06-14 03:30:00
12,1947.85,1948.04,1947.9,1948.12,1947.66,1686713700000,12,2023-06-14 03:35:00
13,1947.9346,1948.06,1947.94,1948.07,1947.75,1686714000000,13,2023-06-14 03:40:00
13,1948.0346,1948.0,1948.13,1948.21,1947.84,1686714300000,13,2023-06-14 03:45:00
13,1948.3354,1948.26,1948.4,1948.45,1948.17,1686714600000,13,2023-06-14 03:50:00
13,1948.6838,1948.25,1949.02,1949.22,1948.25,1686714900000,13,2023-06-14 03:55:00
13,1948.6415,1949.14,1948.38,1949.14,1947.99,1686715200000,13,2023-06-14 04:00:00
13,1947.9546,1948.0,1947.94,1948.17,1947.8,1686715500000,13,2023-06-14 04:05:00
13,1947.9492,1948.06,1947.85,1948.07,1947.85,1686715800000,13,2023-06-14 04:10:00
13,1948.1254,1947.98,1948.19,1948.36,1947.98,1686716100000,13,2023-06-14 04:15:00
14,1948.2464,1948.46,1948.21,1948.46,1947.7,1686716400000,14,2023-06-14 04:20:00
13,1948.2669,1948.02,1948.47,1948.56,1947.6,1686716700000,13,2023-06-14 04:25:00
13,1948.9223,1948.54,1949.07,1949.17,1948.54,1686717000000,13,2023-06-14 04:30:00
15,1949.0953,1949.09,1949.21,1949.34,1948.5,1686717300000,15,2023-06-14 04:35:00
13,1948.7569,1949.12,1948.69,1949.12,1948.54,1686717600000,13,2023-06-14 04:40:00
14,1949.0979,1949.02,1949.29,1949.29,1948.3,1686717900000,14,2023-06-14 04:45:00
12,1949.1583,1949.17,1949.15,1949.36,1948.5,1686718200000,12,2023-06-14 04:50:00
13,1948.94,1949.25,1948.68,1949.25,1948.63,1686718500000,13,2023-06-14 04:55:00
13,1948.7539,1948.89,1948.79,1949.17,1948.47,1686718800000,13,2023-06-14 05:00:00
13,1948.6185,1948.87,1948.4,1948.87,1948.36,1686719100000,13,2023-06-14 05:05:00
13,1948.63,1948.66,1948.91,1948.91,1948.33,1686719400000,13,2023-06-14 05:10:00
14,1948.4693,1948.79,1948.34,1948.88,1947.6,1686719700000,14,2023-06-14 05:15:00
13,1948.0977,1948.45,1947.73,1948.45,1947.66,1686720000000,13,2023-06-14 05:20:00
13,1947.3385,1947.82,1947.08,1947.84,1947.02,1686720300000,13,2023-06-14 05:25:00
11,1946.4709,1946.75,1946.91,1946.91,1946.05,1686720600000,11,2023-06-14 05:30:00
13,1947.0808,1947.18,1947.67,1947.67,1946.08,1686720900000,13,2023-06-14 05:35:00
13,1947.6608,1947.71,1947.35,1947.98,1947.29,1686721200000,13,2023-06-14 05:40:00
13,1947.4492,1947.48,1947.42,1947.67,1947.28,1686721500000,13,2023-06-14 05:45:00
13,1946.8061,1947.44,1946.25,1947.44,1946.25,1686721800000,13,2023-06-14 05:50:00
13,1946.1962,1946.1,1946.22,1946.45,1946.05,1686722100000,13,2023-06-14 05:55:00
13,1945.9662,1946.31,1945.57,1946.61,1945.3,1686722400000,13,2023-06-14 06:00:00
13,1946.3015,1945.87,1946.9,1946.9,1945.58,1686722700000,13,2023-06-14 06:05:00
14,1947.11,1946.1,1946.93,1947.63,1946.1,1686723000000,14,2023-06-14 06:10:00
13,1946.4192,1946.7,1946.52,1947.07,1946.04,1686723300000,13,2023-06-14 06:15:00
13,1947.0939,1946.67,1947.44,1947.53,1946.42,1686723600000,13,2023-06-14 06:20:00
13,1946.9223,1947.51,1946.86,1947.51,1946.33,1686723900000,13,2023-06-14 06:25:00
12,1946.7767,1946.91,1946.31,1947.04,1946.31,1686724200000,12,2023-06-14 06:30:00
13,1946.1438,1946.32,1945.75,1946.51,1945.75,1686724500000,13,2023-06-14 06:35:00
13,1945.9208,1945.75,1945.66,1946.14,1945.66,1686724800000,13,2023-06-14 06:40:00
13,1945.7915,1945.81,1946.27,1946.27,1945.52,1686725100000,13,2023-06-14 06:45:00
14,1946.2436,1946.37,1946.46,1946.47,1945.6,1686725400000,14,2023-06-14 06:50:00
14,1946.3193,1946.56,1946.22,1946.61,1945.5,1686725700000,14,2023-06-14 06:55:00
13,1946.1885,1946.39,1945.91,1946.48,1945.87,1686726000000,13,2023-06-14 07:00:00
14,1945.8207,1945.1,1945.62,1946.32,1945.1,1686726300000,14,2023-06-14 07:05:00
13,1945.52,1945.43,1945.81,1945.86,1945.11,1686726600000,13,2023-06-14 07:10:00
14,1945.855,1946.24,1946.03,1946.24,1944.8,1686726900000,14,2023-06-14 07:15:00
13,1946.5146,1945.73,1947.51,1947.51,1945.73,1686727200000,13,2023-06-14 07:20:00
13,1948.2169,1947.81,1949.05,1949.23,1947.27,1686727500000,13,2023-06-14 07:25:00
13,1949.1977,1948.91,1949.72,1949.72,1948.01,1686727800000,13,2023-06-14 07:30:00
13,1949.9869,1950.28,1950.21,1950.53,1949.3,1686728100000,13,2023-06-14 07:35:00
13,1950.0431,1950.62,1949.17,1950.73,1949.17,1686728400000,13,2023-06-14 07:40:00
15,1949.8593,1949.48,1950.6,1950.6,1949.1,1686728700000,15,2023-06-14 07:45:00
13,1950.8961,1950.75,1950.35,1951.37,1950.35,1686729000000,13,2023-06-14 07:50:00
13,1950.5223,1950.49,1949.64,1950.99,1949.64,1686729300000,13,2023-06-14 07:55:00
13,1950.2892,1949.61,1950.39,1950.85,1949.61,1686729600000,13,2023-06-14 08:00:00
14,1950.1729,1950.34,1950.2,1950.59,1949.1,1686729900000,14,2023-06-14 08:05:00
14,1950.1171,1950.38,1949.82,1950.54,1949.5,1686730200000,14,2023-06-14 08:10:00
14,1949.9671,1950.09,1949.59,1950.24,1949.2,1686730500000,14,2023-06-14 08:15:00
13,1949.0385,1949.28,1949.11,1949.82,1948.56,1686730800000,13,2023-06-14 08:20:00
13,1949.7638,1949.5,1950.55,1950.55,1948.98,1686731100000,13,2023-06-14 08:25:00
13,1950.1946,1950.57,1950.66,1950.66,1949.9,1686731400000,13,2023-06-14 08:30:00
13,1950.2246,1950.37,1949.95,1950.49,1949.91,1686731700000,13,2023-06-14 08:35:00
13,1949.8254,1949.95,1950.47,1950.47,1949.34,1686732000000,13,2023-06-14 08:40:00
13,1950.4,1950.78,1950.34,1950.78,1949.96,1686732300000,13,2023-06-14 08:45:00
14,1950.1528,1950.29,1950.38,1950.59,1949.3,1686732600000,14,2023-06-14 08:50:00
13,1950.3138,1950.42,1949.64,1950.78,1949.64,1686732900000,13,2023-06-14 08:55:00
13,1950.4554,1949.97,1950.9,1950.9,1949.64,1686733200000,13,2023-06-14 09:00:00
14,1950.4907,1950.29,1950.69,1950.9,1949.6,1686733500000,14,2023-06-14 09:05:00
12,1951.1342,1950.66,1951.07,1951.65,1950.66,1686733800000,12,2023-06-14 09:10:00
12,1951.2192,1951.18,1951.37,1951.51,1951.05,1686734100000,12,2023-06-14 09:15:00
13,1951.3554,1951.35,1951.53,1951.68,1951.14,1686734400000,13,2023-06-14 09:20:00
15,1951.7147,1950.9,1951.71,1952.02,1950.9,1686734700000,15,2023-06-14 09:25:00
11,1952.0273,1951.66,1952.76,1952.76,1951.66,1686735000000,11,2023-06-14 09:30:00
13,1952.0692,1952.69,1951.71,1952.76,1951.68,1686735300000,13,2023-06-14 09:35:00
13,1951.6208,1951.73,1951.77,1951.84,1951.5,1686735600000,13,2023-06-14 09:40:00
14,1951.6136,1951.83,1951.35,1951.92,1950.9,1686735900000,14,2023-06-14 09:45:00
13,1951.6492,1951.18,1951.95,1951.95,1951.18,1686736200000,13,2023-06-14 09:50:00
13,1951.7292,1951.81,1951.23,1952.05,1951.23,1686736500000,13,2023-06-14 09:55:00
14,1950.6429,1950.5,1950.23,1951.23,1950.23,1686736800000,14,2023-06-14 10:00:00
13,1950.4515,1950.36,1950.36,1950.77,1950.23,1686737100000,13,2023-06-14 10:05:00
13,1950.1339,1950.39,1949.99,1950.39,1949.9,1686737400000,13,2023-06-14 10:10:00
14,1949.9207,1950.0,1950.25,1950.32,1949.3,1686737700000,14,2023-06-14 10:15:00
13,1950.3384,1950.35,1950.5,1950.57,1950.15,1686738000000,13,2023-06-14 10:20:00
13,1950.0708,1950.38,1949.85,1950.5,1949.82,1686738300000,13,2023-06-14 10:25:00
13,1949.3385,1949.68,1948.83,1949.85,1948.83,1686738600000,13,2023-06-14 10:30:00
13,1948.4184,1948.78,1948.91,1948.91,1948.02,1686738900000,13,2023-06-14 10:35:00
13,1948.7,1948.93,1948.46,1948.95,1948.45,1686739200000,13,2023-06-14 10:40:00
12,1948.4858,1948.45,1948.43,1948.57,1948.43,1686739500000,12,2023-06-14 10:45:00
13,1948.3415,1948.32,1948.39,1948.55,1948.01,1686739800000,13,2023-06-14 10:50:00
13,1948.3607,1948.46,1947.84,1948.74,1947.84,1686740100000,13,2023-06-14 10:55:00
13,1947.4723,1947.7,1947.61,1947.84,1947.21,1686740400000,13,2023-06-14 11:00:00
13,1947.51,1947.63,1947.12,1948.02,1947.06,1686740700000,13,2023-06-14 11:05:00
13,1947.3861,1947.14,1947.28,1947.52,1947.12,1686741000000,13,2023-06-14 11:10:00
15,1946.828,1947.11,1946.78,1947.28,1946.0,1686741300000,15,2023-06-14 11:15:00
13,1947.2154,1946.97,1947.48,1947.76,1946.78,1686741600000,13,2023-06-14 11:20:00
13,1946.8546,1947.2,1946.05,1947.48,1946.05,1686741900000,13,2023-06-14 11:25:00
13,1946.1077,1946.23,1946.47,1946.47,1945.92,1686742200000,13,2023-06-14 11:30:00
13,1946.1139,1946.15,1945.84,1946.56,1945.83,1686742500000,13,2023-06-14 11:35:00
13,1946.3577,1946.16,1946.5,1946.66,1946.14,1686742800000,13,2023-06-14 11:40:00
14,1946.205,1945.3,1946.32,1946.5,1945.3,1686743100000,14,2023-06-14 11:45:00
12,1946.2775,1946.28,1946.38,1946.38,1946.13,1686743400000,12,2023-06-14 11:50:00
13,1946.8831,1946.86,1947.02,1947.11,1946.64,1686743700000,13,2023-06-14 11:55:00
13,1947.3362,1946.78,1947.4,1947.93,1946.78,1686744000000,13,2023-06-14 12:00:00
13,1947.8292,1947.59,1947.58,1947.99,1947.56,1686744300000,13,2023-06-14 12:05:00
13,1947.5285,1947.24,1948.24,1948.24,1947.24,1686744600000,13,2023-06-14 12:10:00
13,1948.0877,1948.2,1947.99,1948.31,1947.81,1686744900000,13,2023-06-14 12:15:00
13,1948.3046,1947.61,1948.22,1948.82,1947.61,1686745200000,13,2023-06-14 12:20:00
13,1948.1515,1948.11,1948.79,1948.79,1947.93,1686745500000,13,2023-06-14 12:25:00
13,1950.3654,1951.58,1951.44,1951.58,1948.67,1686745800000,13,2023-06-14 12:30:00
11,1952.9627,1952.06,1953.22,1954.28,1951.72,1686746100000,11,2023-06-14 12:35:00
13,1955.4146,1953.19,1956.61,1957.75,1953.19,1686746400000,13,2023-06-14 12:40:00
12,1956.63,1959.7,1954.97,1959.7,1954.97,1686746700000,12,2023-06-14 12:45:00
13,1955.9246,1956.06,1955.96,1956.22,1955.47,1686747000000,13,2023-06-14 12:50:00
14,1956.8693,1956.55,1956.8,1957.58,1956.0,1686747300000,14,2023-06-14 12:55:00
13,1956.5054,1956.62,1956.79,1957.03,1955.97,1686747600000,13,2023-06-14 13:00:00
13,1955.5885,1955.7,1955.31,1955.97,1955.1,1686747900000,13,2023-06-14 13:05:00
13,1956.45,1956.08,1956.61,1957.18,1956.02,1686748200000,13,2023-06-14 13:10:00
13,1956.57,1956.61,1956.76,1956.88,1956.15,1686748500000,13,2023-06-14 13:15:00
13,1957.0661,1956.86,1957.35,1957.68,1956.63,1686748800000,13,2023-06-14 13:20:00
13,1956.8362,1957.94,1956.18,1957.94,1955.59,1686749100000,13,2023-06-14 13:25:00
14,1957.1722,1956.92,1957.52,1958.04,1955.68,1686749400000,14,2023-06-14 13:30:00
13,1957.7946,1957.96,1957.16,1958.28,1957.15,1686749700000,13,2023-06-14 13:35:00
12,1957.995,1958.42,1957.37,1958.56,1957.31,1686750000000,12,2023-06-14 13:40:00
13,1956.3015,1958.06,1956.65,1958.06,1955.4,1686750300000,13,2023-06-14 13:45:00
13,1956.8007,1955.91,1957.24,1957.75,1955.91,1686750600000,13,2023-06-14 13:50:00
13,1956.3139,1956.88,1955.67,1956.99,1955.67,1686750900000,13,2023-06-14 13:55:00
13,1955.7108,1955.9,1955.51,1956.49,1955.24,1686751200000,13,2023-06-14 14:00:00
13,1955.9823,1955.47,1956.6,1956.71,1955.15,1686751500000,13,2023-06-14 14:05:00
14,1956.6529,1956.71,1957.67,1957.67,1955.3,1686751800000,14,2023-06-14 14:10:00
14,1957.9614,1957.39,1958.31,1958.56,1956.9,1686752100000,14,2023-06-14 14:15:00
14,1958.1957,1958.03,1959.17,1959.17,1957.3,1686752400000,14,2023-06-14 14:20:00
12,1958.15,1958.32,1958.24,1959.17,1957.49,1686752700000,12,2023-06-14 14:25:00
13,1957.6908,1957.74,1957.56,1958.36,1957.38,1686753000000,13,2023-06-14 14:30:00
13,1956.5808,1957.38,1957.07,1957.38,1955.84,1686753300000,13,2023-06-14 14:35:00
14,1957.1364,1956.23,1957.61,1957.61,1956.23,1686753600000,14,2023-06-14 14:40:00
13,1956.8415,1957.57,1956.31,1957.57,1956.22,1686753900000,13,2023-06-14 14:45:00
13,1956.6292,1956.52,1956.93,1957.15,1956.12,1686754200000,13,2023-06-14 14:50:00
13,1957.0354,1956.88,1957.96,1957.96,1956.63,1686754500000,13,2023-06-14 14:55:00
13,1957.2762,1957.03,1957.01,1957.63,1957.01,1686754800000,13,2023-06-14 15:00:00
13,1957.3846,1957.06,1957.92,1957.92,1956.85,1686755100000,13,2023-06-14 15:05:00
13,1957.2461,1957.81,1957.46,1957.81,1956.63,1686755400000,13,2023-06-14 15:10:00
13,1957.7423,1956.85,1957.54,1958.03,1956.85,1686755700000,13,2023-06-14 15:15:00
14,1957.4322,1957.96,1957.91,1958.12,1956.8,1686756000000,14,2023-06-14 15:20:00
13,1957.9592,1957.89,1957.75,1958.35,1957.73,1686756300000,13,2023-06-14 15:25:00
13,1958.5731,1958.34,1958.21,1958.91,1958.21,1686756600000,13,2023-06-14 15:30:00
14,1957.2057,1958.6,1956.83,1958.6,1955.9,1686756900000,14,2023-06-14 15:35:00
13,1956.9185,1956.64,1957.04,1957.31,1956.64,1686757200000,13,2023-06-14 15:40:00
12,1956.4742,1956.75,1955.91,1956.75,1955.91,1686757500000,12,2023-06-14 15:45:00
13,1955.9769,1955.44,1956.29,1956.31,1955.44,1686757800000,13,2023-06-14 15:50:00
13,1956.0077,1956.29,1955.9,1956.3,1955.6,1686758100000,13,2023-06-14 15:55:00
13,1956.2677,1956.29,1956.24,1956.4,1955.99,1686758400000,13,2023-06-14 16:00:00
13,1956.6808,1956.25,1957.16,1957.19,1956.24,1686758700000,13,2023-06-14 16:05:00
13,1957.2208,1957.38,1957.02,1957.38,1957.02,1686759000000,13,2023-06-14 16:10:00
13,1956.5346,1956.8,1956.34,1957.25,1956.24,1686759300000,13,2023-06-14 16:15:00
13,1955.6631,1956.17,1955.26,1956.3,1955.15,1686759600000,13,2023-06-14 16:20:00
14,1955.1121,1954.1,1955.34,1955.55,1954.1,1686759900000,14,2023-06-14 16:25:00
13,1955.5023,1955.01,1956.24,1956.24,1955.01,1686760200000,13,2023-06-14 16:30:00
13,1955.4785,1956.09,1955.2,1956.09,1955.01,1686760500000,13,2023-06-14 16:35:00
13,1955.2338,1955.23,1955.37,1955.48,1954.9,1686760800000,13,2023-06-14 16:40:00
13,1955.6808,1955.27,1955.72,1955.93,1955.27,1686761100000,13,2023-06-14 16:45:00
12,1955.4858,1955.69,1955.45,1955.72,1955.2,1686761400000,12,2023-06-14 16:50:00
13,1955.1254,1955.32,1954.95,1955.32,1954.95,1686761700000,13,2023-06-14 16:55:00
13,1954.5446,1954.93,1954.07,1955.07,1954.07,1686762000000,13,2023-06-14 17:00:00
13,1954.6208,1954.52,1954.65,1954.86,1954.16,1686762300000,13,2023-06-14 17:05:00
13,1955.1754,1955.05,1955.44,1955.53,1954.66,1686762600000,13,2023-06-14 17:10:00
13,1955.3608,1955.16,1955.43,1955.53,1955.16,1686762900000,13,2023-06-14 17:15:00
13,1955.2284,1955.42,1955.47,1955.47,1955.07,1686763200000,13,2023-06-14 17:20:00
14,1955.3322,1955.61,1955.44,1955.61,1954.4,1686763500000,14,2023-06-14 17:25:00
13,1954.8777,1955.45,1954.4,1955.63,1954.24,1686763800000,13,2023-06-14 17:30:00
13,1954.5192,1954.42,1954.68,1954.7,1954.31,1686764100000,13,2023-06-14 17:35:00
13,1954.5662,1954.65,1954.41,1954.71,1954.38,1686764400000,13,2023-06-14 17:40:00
13,1954.0223,1954.48,1953.49,1954.48,1953.49,1686764700000,13,2023-06-14 17:45:00
13,1953.4869,1953.32,1953.91,1953.91,1953.21,1686765000000,13,2023-06-14 17:50:00
13,1953.7892,1953.9,1953.65,1954.09,1953.62,1686765300000,13,2023-06-14 17:55:00
13,1946.8361,1948.09,1946.19,1954.09,1943.3,1686765600000,13,2023-06-14 18:00:00
11,1942.5345,1944.42,1943.74,1944.42,1940.69,1686765900000,11,2023-06-14 18:05:00
13,1944.41,1943.85,1946.29,1946.29,1941.55,1686766200000,13,2023-06-14 18:10:00
12,1946.1192,1947.98,1945.65,1948.55,1944.97,1686766500000,12,2023-06-14 18:15:00
14,1944.5586,1945.55,1944.5,1945.55,1943.79,1686766800000,14,2023-06-14 18:20:00
14,1944.5329,1944.1,1945.05,1946.23,1943.82,1686767100000,14,2023-06-14 18:25:00
13,1944.6792,1944.36,1944.46,1946.25,1943.59,1686767400000,13,2023-06-14 18:30:00
12,1947.8384,1944.95,1947.59,1949.26,1944.95,1686767700000,12,2023-06-14 18:35:00
11,1948.2018,1947.02,1948.97,1950.01,1947.02,1686768000000,11,2023-06-14 18:40:00
12,1948.8192,1948.34,1951.53,1951.53,1947.53,1686768300000,12,2023-06-14 18:45:00
12,1951.3958,1951.77,1952.43,1952.6,1950.37,1686768600000,12,2023-06-14 18:50:00
13,1950.2946,1950.92,1949.91,1950.96,1949.41,1686768900000,13,2023-06-14 18:55:00
14,1949.98,1950.06,1948.63,1951.04,1948.63,1686769200000,14,2023-06-14 19:00:00
12,1949.6475,1948.73,1950.01,1950.8,1948.73,1686769500000,12,2023-06-14 19:05:00
13,1949.2523,1949.73,1947.93,1950.05,1947.93,1686769800000,13,2023-06-14 19:10:00
13,1946.5646,1947.54,1945.2,1948.61,1945.2,1686770100000,13,2023-06-14 19:15:00
14,1945.0379,1944.22,1944.96,1945.87,1944.22,1686770400000,14,2023-06-14 19:20:00
13,1944.8584,1945.53,1943.97,1945.9,1943.7,1686770700000,13,2023-06-14 19:25:00
13,1944.4177,1943.55,1945.66,1945.66,1943.55,1686771000000,13,2023-06-14 19:30:00
13,1945.1269,1945.95,1944.73,1945.95,1944.31,1686771300000,13,2023-06-14 19:35:00
13,1944.6031,1944.45,1945.28,1945.28,1944.29,1686771600000,13,2023-06-14 19:40:00
13,1945.2238,1944.96,1945.81,1946.11,1944.7,1686771900000,13,2023-06-14 19:45:00
13,1946.3254,1945.83,1946.69,1946.87,1945.81,1686772200000,13,2023-06-14 19:50:00
13,1945.8969,1946.87,1944.9,1946.87,1944.9,1686772500000,13,2023-06-14 19:55:00
14,1945.6472,1945.4,1945.64,1946.01,1944.9,1686772800000,14,2023-06-14 20:00:00
13,1945.8315,1945.95,1945.77,1946.01,1945.2,1686773100000,13,2023-06-14 20:05:00
13,1945.8131,1945.99,1945.67,1945.99,1945.63,1686773400000,13,2023-06-14 20:10:00
13,1945.4238,1945.64,1945.43,1945.64,1945.11,1686773700000,13,2023-06-14 20:15:00
14,1944.6336,1944.99,1944.52,1944.99,1943.9,1686774000000,14,2023-06-14 20:20:00
13,1943.7062,1944.0,1943.39,1944.0,1943.39,1686774300000,13,2023-06-14 20:25:00
14,1943.18,1943.36,1943.19,1943.4,1942.5,1686774600000,14,2023-06-14 20:30:00
13,1942.2662,1942.7,1942.05,1942.7,1941.78,1686774900000,13,2023-06-14 20:35:00
13,1941.8738,1942.16,1941.79,1942.19,1941.25,1686775200000,13,2023-06-14 20:40:00
13,1941.1338,1941.15,1941.56,1941.57,1940.54,1686775500000,13,2023-06-14 20:45:00
12,1940.4425,1940.6,1940.54,1940.6,1940.01,1686775800000,12,2023-06-14 20:50:00
12,1940.3617,1940.02,1940.22,1941.68,1939.66,1686776100000,12,2023-06-14 20:55:00
1,1940.22,1940.22,1940.22,1940.22,1940.22,1686776400000,1,2023-06-14 21:00:00
12,1942.1725,1940.8,1942.74,1943.35,1940.8,1686780000000,12,2023-06-14 22:00:00
14,1943.085,1943.33,1942.98,1943.42,1942.2,1686780300000,14,2023-06-14 22:05:00
15,1943.1313,1942.6,1943.47,1943.74,1942.4,1686780600000,15,2023-06-14 22:10:00
14,1944.0121,1943.54,1944.22,1944.52,1943.5,1686780900000,14,2023-06-14 22:15:00
13,1944.5285,1944.48,1944.64,1944.7,1943.7,1686781200000,13,2023-06-14 22:20:00
13,1944.6592,1944.7,1944.6,1944.74,1944.6,1686781500000,13,2023-06-14 22:25:00
13,1944.3369,1944.54,1944.43,1944.54,1943.6,1686781800000,13,2023-06-14 22:30:00
15,1944.5847,1944.14,1945.04,1945.12,1943.5,1686782100000,15,2023-06-14 22:35:00
12,1944.8817,1944.98,1944.6,1945.05,1944.6,1686782400000,12,2023-06-14 22:40:00
13,1944.1992,1944.77,1943.84,1944.77,1943.84,1686782700000,13,2023-06-14 22:45:00
14,1943.8778,1944.15,1943.97,1944.15,1943.1,1686783000000,14,2023-06-14 22:50:00
13,1943.9961,1944.02,1943.93,1944.11,1943.93,1686783300000,13,2023-06-14 22:55:00
14,1943.0007,1943.52,1943.09,1943.97,1942.0,1686783600000,14,2023-06-14 23:00:00
13,1943.2577,1943.05,1943.23,1943.48,1942.93,1686783900000,13,2023-06-14 23:05:00
13,1943.3746,1943.31,1943.19,1943.55,1943.18,1686784200000,13,2023-06-14 23:10:00
13,1943.0638,1943.06,1942.99,1943.27,1942.74,1686784500000,13,2023-06-14 23:15:00
14,1943.1571,1942.2,1943.33,1943.5,1942.2,1686784800000,14,2023-06-14 23:20:00
13,1943.7577,1943.51,1944.06,1944.06,1943.34,1686785100000,13,2023-06-14 23:25:00
13,1944.4631,1944.16,1944.42,1945.13,1943.96,1686785400000,13,2023-06-14 23:30:00
13,1944.5077,1944.28,1944.41,1944.9,1944.28,1686785700000,13,2023-06-14 23:35:00
12,1944.195,1944.43,1944.15,1944.64,1943.9,1686786000000,12,2023-06-14 23:40:00
15,1943.7367,1943.91,1944.05,1944.25,1942.8,1686786300000,15,2023-06-14 23:45:00
15,1943.996,1944.05,1944.24,1944.26,1943.4,1686786600000,15,2023-06-14 23:50:00
13,1944.5054,1944.28,1945.16,1945.16,1944.18,1686786900000,13,2023-06-14 23:55:00
13,1944.8708,1944.8,1944.55,1945.08,1944.55,1686787200000,13,2023-06-15 00:00:00
13,1944.36,1944.25,1944.1,1944.68,1944.1,1686787500000,13,2023-06-15 00:05:00
13,1943.9446,1944.19,1943.59,1944.19,1943.59,1686787800000,13,2023-06-15 00:10:00
13,1943.3146,1943.49,1943.05,1943.68,1942.97,1686788100000,13,2023-06-15 00:15:00
15,1942.4,1942.69,1942.22,1943.15,1941.6,1686788400000,15,2023-06-15 00:20:00
13,1942.4154,1942.2,1942.27,1942.7,1942.13,1686788700000,13,2023-06-15 00:25:00
14,1942.0621,1942.25,1941.84,1942.49,1940.8,1686789000000,14,2023-06-15 00:30:00
13,1941.6423,1941.97,1941.19,1941.97,1941.19,1686789300000,13,2023-06-15 00:35:00
